gene_id,gene_name
ENSG00000239920,AC015691.13
ENSG00000121236,TRIM6
ENSG00000132256,TRIM5
ENSG00000132274,TRIM22
ENSG00000166311,SMPD1
ENSG00000254400,RP11-732A19.8
ENSG00000166340,TPP1
ENSG00000166387,PPFIBP2
ENSG00000254860,TMEM9B-AS1
ENSG00000133789,SWAP70
ENSG00000254554,RP11-351I24.1
ENSG00000148926,ADM
ENSG00000255823,MTRNR2L8
ENSG00000177112,MRVI1-AS1
ENSG00000133800,LYVE1
ENSG00000247271,ZBED5-AS1
ENSG00000050165,DKK3
ENSG00000254486,RP13-631K18.2
ENSG00000110693,SOX6
ENSG00000070081,NUCB2
ENSG00000006611,USH1C
ENSG00000188162,OTOG
ENSG00000129159,KCNC1
ENSG00000134333,LDHA
ENSG00000166796,LDHC
ENSG00000129170,CSRP3
ENSG00000270607,RP11-359E10.1
ENSG00000148935,GAS2
ENSG00000198168,SVIP
ENSG00000246225,RP11-17A1.3
ENSG00000255418,RP11-266A24.1
ENSG00000255243,CTD-2507G9.1
ENSG00000148942,SLC5A12
ENSG00000245573,BDNF-AS
ENSG00000255029,CTD-3012A18.1
ENSG00000066382,MPPED2
ENSG00000228061,Z83001.1
ENSG00000135378,PRRG4
ENSG00000280798,LINC00294
ENSG00000255202,RP4-541C22.5
ENSG00000085063,CD59
ENSG00000135363,LMO2
ENSG00000121691,CAT
ENSG00000135373,EHF
ENSG00000026508,CD44
ENSG00000110436,SLC1A2
ENSG00000149090,PAMR1
ENSG00000175097,RAG2
ENSG00000187479,C11orf96
ENSG00000085117,CD82
ENSG00000255092,RP11-58K22.4
ENSG00000019505,SYT13
ENSG00000205106,DKFZp779M0652
ENSG00000255447,CTD-2210P24.6
ENSG00000255007,CTD-2589M5.4
ENSG00000110492,MDK
ENSG00000134571,MYBPC3
ENSG00000066336,SPI1
ENSG00000165917,RAPSN
ENSG00000196666,FAM180B
ENSG00000172247,C1QTNF4
ENSG00000165923,AGBL2
ENSG00000183908,LRRC55
ENSG00000109991,P2RX3
ENSG00000156575,PRG3
ENSG00000186652,PRG2
ENSG00000214872,SMTNL1
ENSG00000149131,SERPING1
ENSG00000166793,YPEL4
ENSG00000110031,LPXN
ENSG00000149124,GLYAT
ENSG00000245571,AP001258.4
ENSG00000166801,FAM111A
ENSG00000134827,TCN1
ENSG00000149516,MS4A3
ENSG00000149534,MS4A2
ENSG00000214787,MS4A4E
ENSG00000110079,MS4A4A
ENSG00000183134,PTGDR2
ENSG00000110446,SLC15A3
ENSG00000229859,PGA3
ENSG00000229183,PGA4
ENSG00000256713,PGA5
ENSG00000149476,TKFC
ENSG00000162148,PPP1R32
ENSG00000149485,FADS1
ENSG00000167996,FTH1
ENSG00000124935,SCGB1D2
ENSG00000255118,RP11-703H8.7
ENSG00000256690,RP11-727F15.9
ENSG00000168003,SLC3A2
ENSG00000257002,AP000438.2
ENSG00000184999,SLC22A10
ENSG00000196600,SLC22A25
ENSG00000168004,HRASLS5
ENSG00000133317,LGALS12
ENSG00000133321,RARRES3
ENSG00000133328,HRASLS2
ENSG00000176485,PLA2G16
ENSG00000110011,DNAJC4
ENSG00000182450,KCNK4
ENSG00000126432,PRDX5
ENSG00000236935,AP003774.1
ENSG00000168065,SLC22A11
ENSG00000110046,ATG2A
ENSG00000068971,PPP2R5B
ENSG00000149735,GPHA2
ENSG00000168060,NAALADL1
ENSG00000149809,TM7SF2
ENSG00000254614,AP003068.23
ENSG00000173825,TIGD3
ENSG00000255478,RP11-867O8.5
ENSG00000162241,SLC25A45
ENSG00000245532,NEAT1
ENSG00000173727,CMB9-22P13.1
ENSG00000251562,MALAT1
ENSG00000279576,AP000769.1
ENSG00000172818,OVOL1
ENSG00000255120,OVOL1-AS1
ENSG00000255404,RP11-770G2.5
ENSG00000172638,EFEMP2
ENSG00000172543,CTSW
ENSG00000175294,CATSPER1
ENSG00000174807,CD248
ENSG00000182791,CCDC87
ENSG00000173992,CCS
ENSG00000173227,SYT12
ENSG00000175482,POLD4
ENSG00000175463,TBC1D10C
ENSG00000172725,CORO1B
ENSG00000175544,CABP4
ENSG00000084207,GSTP1
ENSG00000132746,ALDH3B2
ENSG00000006534,ALDH3B1
ENSG00000255306,RP5-901A4.1
ENSG00000255236,CTD-2655K5.1
ENSG00000069482,GAL
ENSG00000250508,RP11-757G1.6
ENSG00000259799,RP11-554A11.9
ENSG00000172927,MYEOV
ENSG00000162344,FGF19
ENSG00000226627,SHANK2-AS1
ENSG00000204571,KRTAP5-11
ENSG00000110203,FOLR3
ENSG00000204971,RP11-807H22.7
ENSG00000110195,FOLR1
ENSG00000227467,LINC01537
ENSG00000186642,PDE2A
ENSG00000256007,ARAP1-AS1
ENSG00000168010,ATG16L2
ENSG00000256568,RP11-800A3.3
ENSG00000175591,P2RY2
ENSG00000171631,P2RY6
ENSG00000257038,RP11-800A3.7
ENSG00000110237,ARHGEF17
ENSG00000021300,PLEKHB1
ENSG00000175567,UCP2
ENSG00000175538,KCNE3
ENSG00000254928,RP11-702H23.6
ENSG00000054938,CHRDL2
ENSG00000137491,SLCO2B1
ENSG00000261594,TPBGL
ENSG00000149273,RPS3
ENSG00000255326,CTD-2530H12.4
ENSG00000166391,MOGAT2
ENSG00000236304,AP001189.4
ENSG00000178301,AQP11
ENSG00000254459,RP11-91P24.7
ENSG00000254649,RP11-452H21.2
ENSG00000255084,RP11-843A23.1
ENSG00000150687,PRSS23
ENSG00000269895,AP000654.4
ENSG00000246523,RP11-736K20.6
ENSG00000109861,CTSC
ENSG00000255082,GRM5-AS1
ENSG00000077616,NAALAD2
ENSG00000181333,HEPHL1
ENSG00000134627,PIWIL4
ENSG00000255666,RP11-867G2.6
ENSG00000256469,RP11-856F16.2
ENSG00000149212,SESN3
ENSG00000184384,MAML2
ENSG00000149972,CNTN5
ENSG00000165895,ARHGAP42
ENSG00000137691,C11orf70
ENSG00000023445,BIRC3
ENSG00000255337,RP11-315O6.1
ENSG00000149968,MMP3
ENSG00000170962,PDGFD
ENSG00000196954,CASP4
ENSG00000137752,CASP1
ENSG00000204397,CARD16
ENSG00000110675,ELMOD1
ENSG00000196167,COLCA1
ENSG00000109846,CRYAB
ENSG00000150782,IL18
ENSG00000268472,RP11-356J5.13
ENSG00000254968,RP11-65M17.3
ENSG00000170209,ANKK1
ENSG00000109906,ZBTB16
ENSG00000166741,NNMT
ENSG00000110245,APOC3
ENSG00000224077,AP000936.4
ENSG00000137726,FXYD6
ENSG00000137747,TMPRSS13
ENSG00000110324,IL10RA
ENSG00000177098,SCN4B
ENSG00000160593,JAML
ENSG00000160588,MPZL3
ENSG00000149573,MPZL2
ENSG00000167286,CD3D
ENSG00000160654,CD3G
ENSG00000118058,KMT2A
ENSG00000110375,UPK2
ENSG00000254428,RP11-110I1.11
ENSG00000160703,NLRX1
ENSG00000172367,PDZD3
ENSG00000110395,CBL
ENSG00000154096,THY1
ENSG00000110400,PVRL1
ENSG00000137699,TRIM29
ENSG00000137709,POU2F3
ENSG00000255219,RP11-716H6.2
ENSG00000154127,UBASH3B
ENSG00000109944,C11orf63
ENSG00000109971,HSPA8
ENSG00000110002,VWA5A
ENSG00000197849,OR8G1
ENSG00000197125,OR8B8
ENSG00000149564,ESAM
ENSG00000245498,RP11-677M14.7
ENSG00000149557,FEZ1
ENSG00000255537,AP000708.1
ENSG00000196844,PATE2
ENSG00000149571,KIRREL3
ENSG00000134954,ETS1
ENSG00000245008,RP11-744N12.3
ENSG00000120471,TP53AIP1
ENSG00000281097,LINC01395
ENSG00000151715,TMEM45B
ENSG00000084234,APLP2
ENSG00000134917,ADAMTS8
ENSG00000182667,NTM
ENSG00000204241,RP11-713P17.3
ENSG00000149328,GLB1L2
ENSG00000109956,B3GAT1
ENSG00000185736,ADARB2
ENSG00000273001,RP11-118K6.3
ENSG00000227338,RP11-195B3.1
ENSG00000067082,KLF6
ENSG00000198610,AKR1C4
ENSG00000224034,RP11-445P17.8
ENSG00000242147,RP13-463N16.6
ENSG00000226647,RP11-336A10.2
ENSG00000134460,IL2RA
ENSG00000212743,RP11-563J2.3
ENSG00000234248,RP11-799O21.2
ENSG00000123243,ITIH5
ENSG00000048740,CELF2
ENSG00000230322,RP3-323N1.2
ENSG00000228302,RP11-186N15.3
ENSG00000183049,CAMK1D
ENSG00000123240,OPTN
ENSG00000165623,UCMA
ENSG00000065809,FAM107B
ENSG00000232739,RP11-25G10.2
ENSG00000107611,CUBN
ENSG00000026025,VIM
ENSG00000260589,STAM-AS1
ENSG00000233968,RP11-354E11.2
ENSG00000148450,MSRB2
ENSG00000165312,OTUD1
ENSG00000077420,APBB1IP
ENSG00000236894,RP11-128B16.3
ENSG00000231976,LINC00202-2
ENSG00000232224,LINC00202-1
ENSG00000262412,RP11-85G18.6
ENSG00000254635,WAC-AS1
ENSG00000204365,C10orf126
ENSG00000151033,LYZL2
ENSG00000148516,ZEB1
ENSG00000230534,RP11-297A16.2
ENSG00000095794,CREM
ENSG00000273312,RP11-425A6.5
ENSG00000280719,PCAT5
ENSG00000227313,RP11-309N24.1
ENSG00000148513,ANKRD30A
ENSG00000236514,RP11-162G10.5
ENSG00000273008,RP11-351D16.3
ENSG00000150201,FXYD4
ENSG00000230555,RP11-517P14.2
ENSG00000223910,ZNF32-AS3
ENSG00000107551,RASSF4
ENSG00000165507,C10orf10
ENSG00000012779,ALOX5
ENSG00000266412,NCOA4
ENSG00000204179,PTPN20
ENSG00000128815,WDFY4
ENSG00000243251,PGBD3
ENSG00000178645,C10orf53
ENSG00000223502,RP11-96B5.3
ENSG00000165449,SLC16A9
ENSG00000170312,CDK1
ENSG00000150347,ARID5B
ENSG00000122877,EGR2
ENSG00000171988,JMJD1C
ENSG00000272767,JMJD1C-AS1
ENSG00000224714,RP11-179K3.2
ENSG00000233590,RP11-153K11.3
ENSG00000165732,DDX21
ENSG00000122862,SRGN
ENSG00000148734,NPFFR1
ENSG00000180644,PRF1
ENSG00000107731,UNC5B
ENSG00000237512,UNC5B-AS1
ENSG00000107738,C10orf54
ENSG00000197746,PSAP
ENSG00000122863,CHST3
ENSG00000107742,SPOCK2
ENSG00000168209,DDIT4
ENSG00000269926,RP11-442H21.2
ENSG00000138308,PLA2G12B
ENSG00000156042,CFAP70
ENSG00000233144,RP11-537A6.9
ENSG00000177791,MYOZ1
ENSG00000271848,RP11-464F9.21
ENSG00000214655,ZSWIM8
ENSG00000122861,PLAU
ENSG00000035403,VCL
ENSG00000079393,DUSP13
ENSG00000226051,ZNF503-AS1
ENSG00000165655,ZNF503
ENSG00000272692,RP11-399K21.14
ENSG00000236842,RP11-399K21.10
ENSG00000148655,C10orf11
ENSG00000228748,RP13-39P12.3
ENSG00000224596,ZMIZ1-AS1
ENSG00000188199,NUTM2B
ENSG00000178217,SH2D4B
ENSG00000271933,RP11-338I21.1
ENSG00000229404,LINC00858
ENSG00000122367,LDB3
ENSG00000173269,MMRN2
ENSG00000173267,SNCG
ENSG00000148671,ADIRF
ENSG00000152766,ANKRD22
ENSG00000107796,ACTA2
ENSG00000026103,FAS
ENSG00000119922,IFIT2
ENSG00000119917,IFIT3
ENSG00000204010,IFIT1B
ENSG00000148680,HTR7
ENSG00000152804,HHEX
ENSG00000186188,FFAR4
ENSG00000119969,HELLS
ENSG00000108242,CYP2C18
ENSG00000138185,ENTPD1
ENSG00000095585,BLNK
ENSG00000241935,HOGA1
ENSG00000120057,SFRP5
ENSG00000095713,CRTAC1
ENSG00000119943,PYROXD2
ENSG00000172987,HPSE2
ENSG00000119946,CNNM1
ENSG00000227695,DNMBP-AS1
ENSG00000107593,PKD2L1
ENSG00000119906,SLF2
ENSG00000237579,LINC01514
ENSG00000229649,RP11-107I14.4
ENSG00000234699,RP11-225H22.4
ENSG00000185933,CALHM1
ENSG00000183128,CALHM3
ENSG00000231233,CFAP58-AS1
ENSG00000229981,LINC01435
ENSG00000148700,ADD3
ENSG00000138166,DUSP5
ENSG00000232470,RP11-313D6.3
ENSG00000108061,SHOC2
ENSG00000197142,ACSL5
ENSG00000232934,RP11-324O2.3
ENSG00000043591,ADRB1
ENSG00000099204,ABLIM1
ENSG00000236799,RP11-383C6.2
ENSG00000225302,RP11-539I5.1
ENSG00000188316,ENO4
ENSG00000229847,EMX2OS
ENSG00000231104,RP11-354M20.3
ENSG00000119979,FAM45A
ENSG00000203805,PLPP4
ENSG00000271670,RP11-95I16.4
ENSG00000066468,FGFR2
ENSG00000226864,ATE1-AS1
ENSG00000276742,RP11-500G22.4
ENSG00000138162,TACC2
ENSG00000138152,BTBD16
ENSG00000188620,HMX3
ENSG00000230131,RP11-282I1.1
ENSG00000182022,CHST15
ENSG00000233334,FAM53B-AS1
ENSG00000236991,EDRF1-AS1
ENSG00000154493,C10orf90
ENSG00000186766,FOXI2
ENSG00000132334,PTPRE
ENSG00000148773,MKI67
ENSG00000280953,LINC01163
ENSG00000176769,TCERG1L
ENSG00000283095,ABC11-4932300O16.1
ENSG00000226900,RP11-432J24.5
ENSG00000171811,CFAP46
ENSG00000171798,KNDC1
ENSG00000166917,MIR202HG
ENSG00000273980,RP13-49I15.6
ENSG00000151651,ADAM8
ENSG00000165828,PRAP1
ENSG00000130643,CALY
ENSG00000256948,RP11-598F7.3
ENSG00000249695,RP11-598F7.4
ENSG00000010379,SLC6A13
ENSG00000171823,FBXL14
ENSG00000151062,CACNA2D4
ENSG00000256706,RP5-1096D14.3
ENSG00000203593,RP5-1096D14.6
ENSG00000256271,CACNA1C-AS2
ENSG00000011105,TSPAN9
ENSG00000118972,FGF23
ENSG00000111254,AKAP3
ENSG00000256790,RP11-429A20.3
ENSG00000256417,RP11-1038A11.3
ENSG00000256146,RP11-319E16.2
ENSG00000110799,VWF
ENSG00000010278,CD9
ENSG00000111319,SCNN1A
ENSG00000139192,TAPBPL
ENSG00000276718,RP1-102E24.10
ENSG00000111640,GAPDH
ENSG00000010295,IFFO1
ENSG00000245667,RP5-940J5.8
ENSG00000184574,LPAR5
ENSG00000111644,ACRBP
ENSG00000269892,RP4-761J14.10
ENSG00000010610,CD4
ENSG00000275703,U47924.32
ENSG00000111679,PTPN6
ENSG00000257084,U47924.27
ENSG00000139178,C1RL
ENSG00000276144,ABC12-49244600F4.4
ENSG00000111704,NANOG
ENSG00000059804,SLC2A3
ENSG00000171860,C3AR1
ENSG00000111729,CLEC4A
ENSG00000205846,CLEC6A
ENSG00000166527,CLEC4D
ENSG00000166523,CLEC4E
ENSG00000249790,RP11-20D14.6
ENSG00000166535,A2ML1
ENSG00000245105,A2M-AS1
ENSG00000175899,A2M
ENSG00000111796,KLRB1
ENSG00000110848,CD69
ENSG00000110852,CLEC2B
ENSG00000231560,AC091814.3
ENSG00000173391,OLR1
ENSG00000165685,TMEM52B
ENSG00000139112,GABARAPL1
ENSG00000205810,KLRC3
ENSG00000134545,KLRC1
ENSG00000121381,TAS2R9
ENSG00000226761,TAS2R46
ENSG00000247157,LINC01252
ENSG00000275963,RP11-180M15.6
ENSG00000111276,CDKN1B
ENSG00000111305,GSG1
ENSG00000134531,EMP1
ENSG00000214772,RP11-174G6.1
ENSG00000111339,ART4
ENSG00000111341,MGP
ENSG00000139055,ERP27
ENSG00000111348,ARHGDIB
ENSG00000139053,PDE6H
ENSG00000151491,EPS8
ENSG00000111404,RERGL
ENSG00000139151,PLCZ1
ENSG00000084453,SLCO1A2
ENSG00000121351,IAPP
ENSG00000111716,LDHB
ENSG00000134532,SOX5
ENSG00000226397,C12orf77
ENSG00000118308,LRMP
ENSG00000276842,RP11-713N11.6
ENSG00000274987,RP11-295I5.3
ENSG00000278743,RP11-707G18.1
ENSG00000246695,RASSF8-AS1
ENSG00000123095,BHLHE41
ENSG00000123096,SSPN
ENSG00000123104,ITPR2
ENSG00000247903,RP11-421F16.3
ENSG00000211455,STK38L
ENSG00000248100,RP11-709A23.1
ENSG00000256747,RP11-860B13.1
ENSG00000087494,PTHLH
ENSG00000257258,RP11-946L16.1
ENSG00000275278,RP11-946L16.2
ENSG00000275476,RP11-996F15.4
ENSG00000256232,RP11-771K4.1
ENSG00000276900,RP11-467L13.7
ENSG00000174718,KIAA1551
ENSG00000276136,RP11-50I19.2
ENSG00000139132,FGD4
ENSG00000110975,SYT10
ENSG00000245482,RP11-847H18.2
ENSG00000257239,RP11-630C16.2
ENSG00000139174,PRICKLE1
ENSG00000257225,RP11-328C8.4
ENSG00000257849,RP11-547C5.1
ENSG00000257373,RP11-547C5.2
ENSG00000173157,ADAMTS20
ENSG00000257657,RP11-352M15.1
ENSG00000134294,SLC38A2
ENSG00000257261,RP11-96H19.1
ENSG00000257496,RP11-474P2.4
ENSG00000275481,RP11-474P2.6
ENSG00000139211,AMIGO2
ENSG00000179715,PCED1B
ENSG00000205537,RP11-89H19.1
ENSG00000139219,COL2A1
ENSG00000274124,RP11-474C8.8
ENSG00000269514,RP11-370I10.12
ENSG00000275228,RP11-370I10.10
ENSG00000187166,H1FNT
ENSG00000273765,RP11-370I10.11
ENSG00000177627,C12orf54
ENSG00000197376,OR8S1
ENSG00000167531,LALBA
ENSG00000257660,RP11-579D7.4
ENSG00000172602,RND1
ENSG00000123416,TUBA1B
ENSG00000167552,TUBA1A
ENSG00000167553,TUBA1C
ENSG00000178401,DNAJC22
ENSG00000135519,KCNH3
ENSG00000257964,RP11-133N21.10
ENSG00000135472,FAIM2
ENSG00000257771,RP11-70F11.8
ENSG00000167580,AQP2
ENSG00000086159,AQP6
ENSG00000050405,LIMA1
ENSG00000185432,METTL7A
ENSG00000274797,RP11-407N8.5
ENSG00000183283,DAZAP2
ENSG00000110934,BIN2
ENSG00000139610,CELA1
ENSG00000050438,SLC4A8
ENSG00000260122,RP11-923I11.3
ENSG00000167612,ANKRD33
ENSG00000139567,ACVRL1
ENSG00000123358,NR4A1
ENSG00000259884,RP11-1100L3.8
ENSG00000135480,KRT7
ENSG00000170442,KRT86
ENSG00000205426,KRT81
ENSG00000185640,KRT79
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000167779,IGFBP6
ENSG00000167780,SOAT2
ENSG00000139631,CSAD
ENSG00000139626,ITGB7
ENSG00000123349,PFDN5
ENSG00000257605,RP11-680A11.5
ENSG00000135409,AMHR2
ENSG00000257550,RP11-793H13.3
ENSG00000012822,CALCOCO1
ENSG00000260030,RP11-686F15.2
ENSG00000123364,HOXC13
ENSG00000248265,FLJ12825
ENSG00000250432,RP11-834C11.5
ENSG00000283073,RP11-834C11.15
ENSG00000260470,RP11-834C11.11
ENSG00000257596,RP11-968A15.2
ENSG00000258137,RP11-753H16.3
ENSG00000139572,GPR84
ENSG00000123338,NCKAP1L
ENSG00000123360,PDE1B
ENSG00000172551,MUCL1
ENSG00000185821,OR6C76
ENSG00000179695,OR6C2
ENSG00000135404,CD63
ENSG00000123342,MMP19
ENSG00000111540,RAB5B
ENSG00000092841,MYL6
ENSG00000170581,STAT2
ENSG00000175336,APOF
ENSG00000166863,TAC3
ENSG00000123384,LRP1
ENSG00000185482,STAC3
ENSG00000258001,RP11-756H6.1
ENSG00000139269,INHBE
ENSG00000123329,ARHGAP9
ENSG00000175197,DDIT3
ENSG00000178498,DTX3
ENSG00000135506,OS9
ENSG00000257953,RP11-620J15.1
ENSG00000245651,RP11-620J15.2
ENSG00000257698,RP11-620J15.3
ENSG00000139263,LRIG3
ENSG00000198673,FAM19A2
ENSG00000249753,RP11-415I12.3
ENSG00000185306,C12orf56
ENSG00000256670,RP11-338E21.1
ENSG00000135677,GNS
ENSG00000215159,RP11-629N8.3
ENSG00000174099,MSRB3
ENSG00000250748,RP11-230G5.2
ENSG00000149948,HMGA2
ENSG00000256248,RP11-123O10.4
ENSG00000251301,RP11-81H14.2
ENSG00000247363,RP11-637A17.2
ENSG00000274979,RP11-1143G9.5
ENSG00000090382,LYZ
ENSG00000257764,RP11-1143G9.4
ENSG00000247131,RP11-588G21.2
ENSG00000257454,CTD-2021H9.2
ENSG00000139287,TPH2
ENSG00000258123,RP11-314D7.2
ENSG00000257183,RP11-274M17.3
ENSG00000139278,GLIPR1
ENSG00000139289,PHLDA1
ENSG00000257839,RP11-290L1.2
ENSG00000067798,NAV3
ENSG00000258084,RP11-754N21.1
ENSG00000257474,RP11-359M6.1
ENSG00000058272,PPP1R12A
ENSG00000257431,RP11-263K4.3
ENSG00000179104,TMTC2
ENSG00000133636,NTS
ENSG00000259075,POC1B-GALNT4
ENSG00000271614,LINC00936
ENSG00000139329,LUM
ENSG00000011465,DCN
ENSG00000277738,RP11-693J15.6
ENSG00000133639,BTG1
ENSG00000245904,RP11-796E2.4
ENSG00000257127,CLLU1
ENSG00000205056,RP11-693J15.5
ENSG00000187510,PLEKHG7
ENSG00000257345,RP11-511B23.1
ENSG00000257322,RP11-511B23.2
ENSG00000257746,RP11-202G11.2
ENSG00000257252,RP11-486A14.2
ENSG00000120833,SOCS2
ENSG00000258274,RP11-887P2.5
ENSG00000139344,AMDHD1
ENSG00000084110,HAL
ENSG00000257878,RP11-256L6.3
ENSG00000257715,RP11-256L6.2
ENSG00000245017,RP11-181C3.1
ENSG00000179520,SLC17A8
ENSG00000274560,RP11-285E23.2
ENSG00000183395,PMCH
ENSG00000017427,IGF1
ENSG00000139352,ASCL1
ENSG00000166598,HSP90B1
ENSG00000120820,GLT8D2
ENSG00000257732,RP11-818F20.5
ENSG00000257886,RP11-61E11.1
ENSG00000136026,CKAP4
ENSG00000277715,RP11-651L5.3
ENSG00000166046,TCP11L2
ENSG00000110876,SELPLG
ENSG00000256262,USP30-AS1
ENSG00000277299,RP11-837J7.4
ENSG00000111229,ARPC3
ENSG00000122986,HVCN1
ENSG00000257595,RP3-473L9.4
ENSG00000111344,RASAL1
ENSG00000139410,SDSL
ENSG00000257935,LHX5-AS1
ENSG00000135111,TBX3
ENSG00000275898,RP11-497G19.7
ENSG00000274554,RP11-240G22.5
ENSG00000088992,TESC
ENSG00000274859,RP11-136L23.2
ENSG00000135090,TAOK3
ENSG00000270482,RP11-131L12.2
ENSG00000139767,SRRM4
ENSG00000152137,HSPB8
ENSG00000183273,CCDC60
ENSG00000224982,TMEM233
ENSG00000255692,RP1-127H14.3
ENSG00000170890,PLA2G1B
ENSG00000257218,GATC
ENSG00000088986,DYNLL1
ENSG00000135100,HNF1A
ENSG00000135114,OASL
ENSG00000089041,P2RX7
ENSG00000135124,P2RX4
ENSG00000258435,RP11-711D18.2
ENSG00000139714,MORN3
ENSG00000272849,RP11-347I19.8
ENSG00000158113,LRRC43
ENSG00000182782,HCAR2
ENSG00000251497,RP11-197N18.7
ENSG00000255839,RP11-338K17.8
ENSG00000270028,RP11-380L11.4
ENSG00000250091,DNAH10OS
ENSG00000150991,UBC
ENSG00000280634,THRIL
ENSG00000249267,LINC00939
ENSG00000256128,LINC00944
ENSG00000256193,LINC00507
ENSG00000249196,RP11-669N7.2
ENSG00000111452,ADGRD1
ENSG00000256204,RP11-243M5.1
ENSG00000230294,RP13-507P19.2
ENSG00000256955,RP11-417L19.2
ENSG00000276693,RP13-977J11.9
ENSG00000256576,RP13-977J11.2
ENSG00000182870,GALNT9
ENSG00000277011,RP13-895J2.6
ENSG00000274373,RP13-714J12.1
ENSG00000256632,RP13-672B3.2
ENSG00000250790,RP11-46H11.3
ENSG00000231358,RP11-442J17.3
ENSG00000198033,TUBA3C
ENSG00000165475,CRYL1
ENSG00000224429,LINC00539
ENSG00000276476,LINC00540
ENSG00000232977,LINC00327
ENSG00000127863,TNFRSF19
ENSG00000260509,RP11-271M24.2
ENSG00000132932,ATP8A2
ENSG00000132975,GPR12
ENSG00000230641,USP12-AS2
ENSG00000275294,RP11-428O18.6
ENSG00000165556,CDX2
ENSG00000102755,FLT1
ENSG00000139508,SLC46A3
ENSG00000236463,LINC00427
ENSG00000132965,ALOX5AP
ENSG00000224743,TEX26-AS1
ENSG00000236094,LINC00545
ENSG00000073910,FRY
ENSG00000139597,N4BP2L1
ENSG00000244754,N4BP2L2
ENSG00000172915,NBEA
ENSG00000120693,SMAD9
ENSG00000133107,TRPC4
ENSG00000274317,RP11-93G5.1
ENSG00000223685,LINC00571
ENSG00000236354,LINC00437
ENSG00000188811,NHLRC3
ENSG00000278772,LINC00548
ENSG00000120690,ELF1
ENSG00000102760,RGCC
ENSG00000133106,EPSTI1
ENSG00000120675,DNAJC15
ENSG00000151773,CCDC122
ENSG00000227258,SMIM2-AS1
ENSG00000151778,SERP2
ENSG00000237361,TUSC8
ENSG00000102804,TSC22D1
ENSG00000278156,TSC22D1-AS1
ENSG00000170919,TPT1-AS1
ENSG00000228886,RP11-290D2.3
ENSG00000251015,SLC25A30-AS1
ENSG00000102445,KIAA0226L
ENSG00000228573,RP11-279N8.1
ENSG00000136156,ITM2B
ENSG00000139679,LPAR6
ENSG00000233610,LINC00462
ENSG00000152207,CYSLTR2
ENSG00000102531,FNDC3A
ENSG00000136169,SETDB2
ENSG00000152213,ARL11
ENSG00000237152,DLEU7-AS1
ENSG00000150510,FAM124A
ENSG00000253309,SERPINE3
ENSG00000102786,INTS6
ENSG00000236778,INTS6-AS1
ENSG00000123171,CCDC70
ENSG00000136108,CKAP2
ENSG00000136110,LECT1
ENSG00000136099,PCDH8
ENSG00000118946,PCDH17
ENSG00000184226,PCDH9
ENSG00000188243,COMMD6
ENSG00000178734,LMO7DN
ENSG00000271776,RP11-52L5.6
ENSG00000184564,SLITRK6
ENSG00000165300,SLITRK5
ENSG00000229557,LINC00379
ENSG00000125285,SOX21
ENSG00000247400,DNAJC3-AS1
ENSG00000102580,DNAJC3
ENSG00000185352,HS6ST3
ENSG00000272329,RP11-65L19.4
ENSG00000152767,FARP1
ENSG00000231194,FARP1-AS1
ENSG00000224418,STK24-AS1
ENSG00000088386,SLC15A1
ENSG00000169508,GPR183
ENSG00000280710,RP11-214F16.8
ENSG00000203441,LINC00449
ENSG00000234650,PCCA-AS1
ENSG00000276957,RP11-29B2.6
ENSG00000151287,TEX30
ENSG00000233532,LINC00460
ENSG00000125266,EFNB2
ENSG00000134884,ARGLU1
ENSG00000041515,MYO16
ENSG00000275216,RP11-54H7.4
ENSG00000223617,LINC00370
ENSG00000255874,LINC00346
ENSG00000088448,ANKRD10
ENSG00000225760,LINC00431
ENSG00000126217,MCF2L
ENSG00000231882,F10-AS1
ENSG00000225083,GRTP1-AS1
ENSG00000184497,TMEM255B
ENSG00000260910,LINC00565
ENSG00000258314,CTD-2314B22.1
ENSG00000129566,TEP1
ENSG00000169413,RNASE6
ENSG00000169397,RNASE3
ENSG00000258918,RP11-219E7.4
ENSG00000169385,RNASE2
ENSG00000165794,SLC39A2
ENSG00000165799,RNASE7
ENSG00000092200,RPGRIP1
ENSG00000211821,TRDV2
ENSG00000211829,TRDC
ENSG00000277734,TRAC
ENSG00000259003,AE000662.92
ENSG00000100439,ABHD4
ENSG00000197324,LRP10
ENSG00000092067,CEBPE
ENSG00000092068,SLC7A8
ENSG00000235194,PPP1R3E
ENSG00000166091,CMTM5
ENSG00000197616,MYH6
ENSG00000092051,JPH4
ENSG00000100867,DHRS2
ENSG00000092010,PSME1
ENSG00000259321,RP11-468E2.5
ENSG00000259529,RP11-468E2.4
ENSG00000213928,IRF9
ENSG00000100918,REC8
ENSG00000276698,RP11-468E2.10
ENSG00000139908,TSSK4
ENSG00000136305,CIDEB
ENSG00000129467,ADCY4
ENSG00000258744,RP11-80A15.1
ENSG00000100453,GZMB
ENSG00000258548,LINC00645
ENSG00000257831,RP11-596D21.1
ENSG00000257155,CTD-2213F21.3
ENSG00000151322,NPAS3
ENSG00000100906,NFKBIA
ENSG00000258844,RP11-259K15.2
ENSG00000136327,NKX2-8
ENSG00000129514,FOXA1
ENSG00000139865,TTC6
ENSG00000258526,RP11-111A21.1
ENSG00000258480,RP11-662J14.2
