,pert,pert_idx,data_start_idx,data_end_idx+1,de_idx
127,"['FOXL2', 'ctrl']",[2823],52426,52729,"[635, 838, 1046, 1753, 2135, 2493, 2711, 2740, 2761, 2835, 3385, 3430, 3758, 3772, 4130, 4173, 4209, 4743, 4766, 4965]"
128,"['MAP2K6', 'ctrl']",[4308],52729,53092,"[115, 321, 403, 889, 1600, 1621, 1667, 1764, 2761, 3163, 3296, 3308, 3720, 3870, 4047, 4209, 4556, 4650, 4836, 5036]"
129,"['ctrl', 'TBX3']",[8001],53092,53362,"[889, 1117, 1288, 1289, 1713, 2000, 2461, 2810, 3115, 3188, 3302, 3430, 4263, 4281, 4380, 4504, 4624, 4766, 4974, 4983]"
130,"['CNN1', 'ctrl']",[1509],53362,53598,"[472, 1178, 2135, 2264, 2592, 2621, 3188, 3447, 3529, 3674, 3758, 3760, 4173, 4504, 4579, 4687, 4726, 4727, 4756, 5022]"
131,"['FOSB', 'CEBPE']","[2793, 1277]",53598,53740,"[94, 665, 930, 1288, 1289, 1663, 1664, 1771, 2084, 2135, 2353, 2470, 2699, 2892, 3460, 4114, 4509, 4670, 4828, 4953]"
132,"['PTPN12', 'PTPN9']","[6288, 6295]",53740,54035,"[283, 541, 663, 842, 1288, 2124, 2135, 2264, 2353, 2621, 2740, 3700, 3758, 3760, 3898, 4504, 4700, 4726, 4727, 5022]"
133,"['ctrl', 'CEBPA']",[1274],54035,54293,"[50, 132, 309, 665, 1288, 1289, 1663, 1664, 1771, 2084, 2699, 2761, 2892, 3772, 3829, 3970, 4209, 4509, 4670, 4953]"
134,"['HNF4A', 'ctrl']",[3451],54293,54495,"[150, 161, 400, 426, 719, 838, 852, 1383, 1543, 2334, 2620, 2621, 3059, 3758, 4209, 4517, 4675, 4727, 4842, 5033]"
135,"['FOSB', 'CEBPB']","[2793, 1275]",54495,54580,"[94, 161, 260, 678, 1283, 1289, 1663, 1753, 1783, 2243, 2470, 2504, 3063, 3520, 3822, 3828, 4761, 4767, 4828, 4853]"
136,"['MAP7D1', 'ctrl']",[4326],54580,54857,"[130, 779, 889, 943, 1067, 1487, 1941, 2052, 2108, 2116, 2281, 2628, 2741, 3485, 3900, 3949, 4029, 4071, 4822, 4917]"
137,"['ctrl', 'CDKN1A']",[1256],54857,54988,"[24, 166, 400, 666, 697, 1626, 1699, 2135, 2621, 2735, 3188, 3617, 3674, 3758, 3978, 4091, 4263, 4631, 4730, 4953]"
138,"['SET', 'KLF1']","[7132, 3948]",54988,55529,"[663, 905, 1436, 1664, 2264, 2493, 2544, 2589, 2620, 2621, 2761, 3758, 3760, 4130, 4291, 4588, 4700, 4766, 4839, 4953]"
139,"['PTPN12', 'SNAI1']","[6288, 7486]",55529,55773,"[292, 564, 826, 1934, 2135, 2470, 2480, 2526, 2589, 2653, 2740, 3059, 3898, 3949, 4134, 4263, 4502, 4504, 4509, 4726]"
140,"['KMT2A', 'ctrl']",[3984],55773,55958,"[472, 697, 761, 789, 889, 921, 1662, 2116, 2517, 2612, 2711, 2837, 3470, 3874, 4132, 4269, 4423, 4915, 4974, 5012]"
141,"['BCL2L11', 'BAK1']","[751, 711]",55958,56111,"[165, 292, 591, 632, 765, 821, 1027, 1132, 2470, 2694, 2752, 3275, 3634, 3685, 3852, 3891, 4625, 4631, 4771, 5012]"
142,"['CNN1', 'UBASH3A']","[1509, 8699]",56111,56255,"[1288, 1554, 2000, 2084, 2135, 2264, 2334, 2620, 2621, 2711, 2782, 2854, 3040, 3430, 3758, 4504, 4507, 4579, 4700, 4927]"
143,"['MAP2K6', 'ELMSAN1']","[4308, 2354]",56255,56620,"[166, 321, 508, 663, 2470, 2620, 2621, 2711, 2761, 3296, 3696, 3711, 3867, 3894, 4300, 4509, 4675, 4756, 4953, 5022]"
144,"['IGDCC3', 'ctrl']",[3638],56620,56904,"[390, 826, 842, 1288, 1753, 1786, 2135, 2621, 2740, 2952, 3430, 3682, 3758, 3898, 4150, 4504, 4624, 4687, 4819, 4842]"
145,"['ISL2', 'ctrl']",[3778],56904,57176,"[217, 295, 974, 1038, 1067, 1396, 1432, 1487, 2424, 2694, 3143, 3221, 3360, 3469, 3555, 3706, 4130, 4155, 4556, 4675]"
146,"['KLF1', 'CEBPA']","[3948, 1274]",57176,57484,"[94, 132, 309, 663, 1288, 1289, 1483, 1663, 1664, 2084, 2353, 2699, 2892, 3772, 3829, 3970, 4173, 4509, 4675, 4953]"
147,"['TGFBR2', 'IGDCC3']","[8105, 3638]",57484,57746,"[390, 826, 1178, 1288, 1564, 1753, 2135, 2470, 2620, 2621, 2699, 2740, 3430, 3682, 3758, 3898, 4150, 4504, 4512, 4687]"
148,"['SAMD1', 'ZBTB1']","[6967, 9151]",57746,57910,"[94, 150, 1288, 2135, 2334, 2620, 2621, 2673, 2738, 2740, 3722, 3758, 3759, 3760, 3898, 3970, 4504, 4512, 4700, 5022]"
149,"['TMSB4X', 'ctrl']",[8345],57910,58372,"[237, 289, 416, 1861, 2084, 2228, 2230, 2424, 2470, 2517, 2621, 3053, 3214, 3360, 4291, 4489, 4510, 4612, 4727, 4842]"
150,"['FOXA3', 'HOXB9']","[2798, 3500]",58372,58673,"[37, 50, 564, 852, 1288, 1383, 2058, 2334, 2391, 2648, 2740, 2761, 2934, 3214, 3243, 3639, 3898, 4186, 4209, 4842]"
151,"['KIF2C', 'ctrl']",[3932],58673,58943,"[93, 149, 163, 217, 218, 275, 280, 952, 969, 989, 1699, 2981, 3469, 3854, 3875, 3949, 4071, 4620, 4677, 4911]"
152,"['ctrl', 'ZBTB1']",[9151],58943,59230,"[94, 852, 1236, 1288, 1289, 2135, 2470, 2502, 2620, 2621, 2738, 2740, 3758, 3759, 3760, 3970, 4291, 4504, 4700, 4789]"
153,"['ctrl', 'CLDN6']",[1448],59230,59493,"[838, 842, 843, 905, 1288, 2135, 2334, 2404, 2621, 2711, 2740, 3758, 3760, 3776, 3783, 4504, 4687, 4726, 4727, 4766]"
154,"['ctrl', 'KIF2C']",[3932],59493,59741,"[39, 163, 280, 295, 1067, 1299, 1764, 2569, 2638, 3308, 3360, 3552, 3674, 3852, 4051, 4489, 4529, 4735, 4911, 4974]"
155,"['IRF1', 'SET']","[3753, 7132]",59741,60108,"[5, 95, 495, 719, 760, 1682, 1689, 2084, 2145, 2493, 2680, 3430, 3467, 3894, 4291, 4700, 4726, 4743, 4766, 4927]"
156,"['MAP2K3', 'ELMSAN1']","[4305, 2354]",60108,60592,"[166, 321, 663, 1667, 2098, 2272, 2557, 2620, 2621, 2711, 2761, 3867, 3894, 4065, 4300, 4509, 4675, 4727, 4953, 5022]"
157,"['CSRNP1', 'ctrl']",[1703],60592,60946,"[94, 889, 917, 1288, 1289, 1558, 1699, 2135, 2208, 2334, 2704, 2711, 2761, 2937, 3163, 3720, 4392, 4580, 4820, 4907]"
158,"['ctrl', 'C19orf26']",[925],60946,61216,"[681, 739, 779, 842, 1288, 1764, 1792, 2135, 2380, 3159, 3758, 3776, 3868, 3900, 4051, 4233, 4502, 4512, 4687, 4911]"
159,"['ARID1A', 'ctrl']",[451],61216,61398,"[42, 166, 663, 1590, 1723, 2046, 2058, 2059, 2613, 2711, 2761, 2892, 2934, 2952, 3265, 3430, 4091, 4173, 4504, 4535]"
160,"['CEBPE', 'CEBPA']","[1277, 1274]",61398,61638,"[50, 94, 132, 1288, 1289, 1663, 1771, 1861, 2084, 2699, 2740, 2761, 2892, 3460, 3772, 3829, 4209, 4509, 4670, 4953]"
161,"['CNNM4', 'ctrl']",[1512],61638,62014,"[838, 930, 1126, 1287, 1288, 1289, 1716, 1753, 1764, 2058, 2470, 2621, 2707, 2738, 2892, 3230, 3634, 3758, 4675, 4992]"
162,"['ctrl', 'UBASH3A']",[8699],62014,62329,"[253, 341, 419, 577, 581, 761, 953, 1965, 2052, 2354, 2517, 2628, 2740, 3163, 3432, 4136, 4155, 4281, 4287, 5002]"
163,"['NCL', 'ctrl']",[4963],62329,62526,"[2, 165, 333, 761, 851, 1126, 1228, 1423, 1621, 1713, 1787, 2495, 2707, 3053, 3143, 3571, 4134, 4541, 4552, 4688]"
164,"['ctrl', 'COL2A1']",[1552],62526,62753,"[94, 95, 1120, 1483, 1587, 1636, 2119, 2680, 2761, 3149, 3187, 3685, 3749, 3758, 4144, 4650, 4675, 4727, 4770, 4820]"
165,"['CEBPE', 'CNN1']","[1277, 1509]",62753,62947,"[28, 214, 496, 695, 697, 755, 759, 885, 2470, 2699, 2756, 2952, 3059, 3460, 3529, 3758, 4579, 4727, 4825, 4842]"
166,"['ctrl', 'BAK1']",[711],62947,63584,"[361, 663, 870, 1117, 1154, 1591, 1690, 2120, 2470, 2643, 2711, 2942, 3648, 4114, 4115, 4225, 4504, 4726, 4727, 4953]"
167,"['ZC3HAV1', 'HOXC13']","[9205, 3504]",63584,64127,"[127, 283, 400, 663, 826, 1287, 1288, 1558, 2028, 2098, 2421, 2470, 2620, 2621, 2740, 3198, 4727, 4842, 4953, 5033]"
168,"['ctrl', 'IKZF3']",[3658],64127,64336,"[289, 1194, 1288, 1289, 1616, 2135, 2620, 2621, 2702, 2711, 2756, 3758, 3759, 3760, 4687, 4700, 4738, 4766, 4853, 4953]"
169,"['CBL', 'CNN1']","[1054, 1509]",64336,64624,"[1288, 1753, 2058, 2135, 2264, 2334, 2481, 2620, 2621, 3305, 3430, 3758, 3760, 4504, 4579, 4687, 4700, 4726, 4727, 5022]"
170,"['ZBTB10', 'PTPN12']","[9152, 6288]",64624,64854,"[120, 150, 292, 564, 1288, 1664, 1705, 1723, 2203, 2504, 2682, 2738, 2740, 2761, 3776, 4130, 4504, 4770, 4789, 5018]"
171,"['CBL', 'UBASH3B']","[1054, 8700]",64854,65180,"[749, 1288, 1289, 2058, 2084, 2135, 2264, 2334, 2404, 2620, 2621, 2711, 3430, 3758, 3760, 4209, 4504, 4687, 4700, 5022]"
172,"['FOXF1', 'HOXB9']","[2810, 3500]",65180,65353,"[50, 150, 564, 1288, 1629, 1664, 1753, 1800, 2334, 2391, 2470, 2740, 2761, 2934, 3561, 4186, 4221, 4639, 4842, 4915]"
173,"['UBASH3B', 'CNN1']","[8700, 1509]",65353,65708,"[448, 838, 1288, 2058, 2084, 2135, 2264, 2620, 2621, 3305, 3430, 3758, 3760, 4504, 4579, 4687, 4700, 4726, 4727, 5022]"
174,"['CEBPB', 'PTPN12']","[1275, 6288]",65708,65974,"[77, 94, 150, 739, 1059, 1171, 1383, 1753, 1934, 2470, 2761, 3059, 3443, 3758, 3898, 4409, 4695, 4766, 4842, 4992]"
175,"['BCL2L11', 'ctrl']",[751],65974,66437,"[162, 181, 468, 682, 699, 1018, 1154, 1288, 1591, 1604, 1990, 2263, 2569, 2693, 2896, 3003, 3686, 3948, 4455, 4552]"
176,"['ZC3HAV1', 'ctrl']",[9205],66437,66873,"[227, 844, 889, 1126, 1625, 1636, 1671, 2028, 2470, 2738, 2756, 3211, 3305, 3828, 3894, 4556, 4650, 4726, 4743, 4925]"
177,"['OSR2', 'ctrl']",[5428],66873,67280,"[94, 309, 389, 663, 678, 1663, 1664, 1667, 1704, 1960, 2084, 2355, 2621, 2798, 3758, 3810, 4173, 4504, 4907, 4953]"
178,"['SET', 'ctrl']",[7132],67280,67792,"[95, 308, 678, 905, 1587, 1667, 2084, 2264, 2544, 3059, 3835, 3895, 4291, 4700, 4766, 4839, 4842, 4927, 4953, 5036]"
179,"['ctrl', 'SPI1']",[7628],67792,68128,"[719, 842, 1411, 1663, 1664, 1723, 2098, 2157, 2353, 2404, 2680, 2682, 2740, 2761, 3102, 3867, 4209, 4504, 4670, 4842]"
180,"['CEBPB', 'MAPK1']","[1275, 4328]",68128,68465,"[94, 95, 309, 663, 678, 1663, 1664, 1676, 2084, 2589, 2620, 2621, 2761, 3102, 3857, 4236, 4670, 4687, 4766, 4851]"
181,"['FOSB', 'UBASH3B']","[2793, 8700]",68465,68828,"[94, 283, 842, 1126, 1663, 1664, 1753, 2098, 2353, 2470, 2699, 2756, 2848, 2856, 2892, 2937, 3059, 4350, 4509, 4756]"
182,"['ETS2', 'MAPK1']","[2493, 4328]",68828,69260,"[94, 95, 309, 663, 1664, 1676, 1861, 2084, 2090, 2589, 2620, 2621, 2761, 3102, 3758, 3857, 4650, 4687, 4727, 4994]"
183,"['SNAI1', 'UBASH3B']","[7486, 8700]",69260,69516,"[244, 826, 1662, 2135, 2149, 2229, 2470, 2526, 2653, 2699, 2738, 2740, 2848, 2854, 3806, 4209, 4263, 4504, 4509, 4726]"
184,"['ctrl', 'STIL']",[7768],69516,69657,"[202, 280, 779, 889, 1254, 1396, 2108, 2183, 2707, 2774, 3188, 3427, 3634, 3870, 4500, 4595, 4751, 4974, 5012, 5019]"
185,"['DUSP9', 'IGDCC3']","[2176, 3638]",69657,69980,"[564, 719, 842, 1288, 1289, 1753, 2084, 2135, 2223, 2613, 2621, 3430, 3682, 3758, 3898, 4150, 4502, 4504, 4687, 4842]"
186,"['CEBPB', 'ctrl']",[1275],69980,70220,"[77, 94, 132, 663, 1059, 1171, 1289, 1663, 1664, 1753, 1960, 2621, 2761, 3867, 4409, 4509, 4695, 4766, 4953, 4992]"
187,"['HOXC13', 'ctrl']",[3504],70220,70371,"[676, 697, 838, 852, 1280, 1288, 1662, 2474, 2673, 2738, 2740, 2835, 3561, 3898, 4209, 4263, 4504, 4620, 4631, 4842]"
188,"['TBX2', 'ctrl']",[7997],70371,70640,"[124, 308, 508, 663, 2470, 2621, 2756, 3037, 3430, 3674, 3722, 4173, 4229, 4291, 4300, 4504, 4624, 4727, 4953, 4983]"
189,"['CBL', 'PTPN12']","[1054, 6288]",70640,70897,"[309, 663, 838, 1288, 2084, 2135, 2264, 2334, 2404, 2620, 2621, 3758, 3760, 4291, 4504, 4687, 4700, 4726, 4727, 5022]"
190,"['CEBPB', 'OSR2']","[1275, 5428]",70897,71085,"[94, 389, 663, 714, 1283, 1289, 1663, 1664, 1704, 1753, 1960, 2084, 2355, 2470, 3063, 4173, 4565, 4670, 4695, 4761]"
191,"['ctrl', 'PRTG']",[6196],71085,71381,"[25, 91, 390, 468, 826, 1288, 1753, 2084, 2135, 2351, 2620, 2621, 3662, 3758, 3898, 4504, 4687, 4700, 4842, 5039]"
192,"['ATL1', 'ctrl']",[579],71381,71686,"[448, 719, 1288, 1289, 1753, 2084, 2135, 2139, 2334, 2621, 2711, 2740, 2756, 3265, 3430, 3758, 3776, 4504, 4687, 4756]"
193,"['CEBPE', 'PTPN12']","[1277, 6288]",71686,72003,"[50, 214, 283, 842, 1663, 1771, 1934, 2353, 2470, 2699, 2738, 3059, 3460, 3825, 4209, 4727, 4766, 4825, 4836, 4842]"
194,"['CEBPA', 'ctrl']",[1274],72003,72325,"[50, 94, 132, 309, 1288, 1289, 1663, 1664, 1771, 2084, 2353, 2699, 2761, 2892, 3305, 3829, 4209, 4509, 4670, 4953]"
195,"['SGK1', 'S1PR2']","[7168, 6954]",72325,72637,"[77, 400, 826, 842, 852, 2058, 2620, 2621, 2761, 3186, 3430, 3758, 3759, 3760, 3772, 4504, 4592, 4743, 4766, 4820]"
196,"['NIT1', 'ctrl']",[5128],72637,72802,"[50, 150, 287, 290, 323, 852, 885, 1294, 1626, 1753, 1786, 2666, 2680, 3059, 3175, 3512, 4209, 4276, 4842, 4881]"
197,"['DUSP9', 'KLF1']","[2176, 3948]",72802,73122,"[663, 1288, 1289, 1664, 1753, 2135, 2139, 2203, 2223, 2264, 2589, 2620, 2621, 3758, 3760, 4502, 4580, 4588, 4700, 5009]"
198,"['CDKN1B', 'ctrl']",[1257],73122,73390,"[24, 166, 280, 852, 1316, 1423, 1613, 1626, 1698, 2135, 2264, 2611, 2621, 3160, 3758, 3760, 3891, 4136, 4209, 4842]"
199,"['SAMD1', 'UBASH3B']","[6967, 8700]",73390,73599,"[150, 1201, 1288, 2135, 2620, 2621, 2738, 2740, 3430, 3758, 3760, 3898, 4091, 4209, 4504, 4631, 4726, 4842, 4849, 4927]"
200,"['TGFBR2', 'ctrl']",[8105],73599,73808,"[581, 681, 695, 903, 946, 1126, 1554, 1621, 1688, 2116, 2947, 3143, 3175, 3460, 3489, 3553, 3659, 3758, 3874, 4542]"
201,"['FEV', 'ISL2']","[2719, 3778]",73808,74080,"[94, 120, 289, 373, 678, 838, 839, 1288, 2058, 2334, 2391, 2621, 2711, 2761, 2892, 3776, 4504, 4727, 4766, 4919]"
202,"['KLF1', 'CLDN6']","[3948, 1448]",74080,74295,"[308, 663, 838, 842, 905, 1088, 1288, 2058, 2135, 2351, 2620, 2621, 2666, 3758, 3759, 3760, 3783, 4588, 4700, 4766]"
203,"['JUN', 'ctrl']",[3833],74295,74530,"[132, 150, 188, 400, 455, 761, 826, 1723, 2058, 2117, 2481, 2673, 2738, 2740, 2756, 2761, 4504, 4543, 4587, 5022]"
204,"['POU3F2', 'CBFA2T3']","[5981, 1052]",74530,74732,"[50, 150, 508, 541, 852, 1516, 1723, 1774, 2334, 2391, 2470, 2648, 2740, 2761, 2934, 3776, 4115, 4221, 4384, 4842]"
205,"['FOXA1', 'HOXB9']","[2796, 3500]",74732,74998,"[50, 541, 564, 585, 852, 1288, 2058, 2334, 2391, 2648, 2699, 2740, 2761, 2934, 3214, 3639, 3898, 4186, 4209, 4842]"
206,"['SAMD1', 'TGFBR2']","[6967, 8105]",74998,75057,"[302, 330, 789, 839, 1201, 1298, 1393, 1928, 2007, 2249, 2382, 3682, 3923, 4214, 4523, 4569, 4789, 4879, 4927, 5018]"
207,"['ZBTB10', 'ctrl']",[9152],75057,75202,"[150, 323, 676, 852, 1288, 1580, 2230, 2504, 2601, 2682, 2711, 2740, 2761, 3037, 3040, 3674, 4130, 4276, 4606, 4624]"
208,"['FOXA1', 'ctrl']",[2796],75202,75628,"[77, 541, 714, 1288, 2084, 2135, 2680, 2699, 2761, 2854, 3186, 3243, 3430, 3461, 3485, 3806, 4130, 4263, 4504, 4756]"
209,"['CEBPE', 'SPI1']","[1277, 7628]",75628,75803,"[50, 564, 665, 678, 714, 1289, 1483, 1663, 1664, 1771, 2084, 2353, 2391, 2493, 2761, 2892, 3460, 4209, 4670, 5002]"
210,"['SAMD1', 'ctrl']",[6967],75803,76055,"[150, 400, 564, 1624, 2135, 2380, 2621, 2738, 2740, 3275, 3430, 3758, 3760, 4269, 4472, 4500, 4502, 4504, 4726, 4849]"
211,"['ELMSAN1', 'ctrl']",[2354],76055,76408,"[321, 540, 663, 691, 1126, 2420, 2620, 2621, 2699, 2702, 2711, 3544, 3617, 3758, 3825, 4300, 4675, 4726, 4727, 5012]"
212,"['PTPN13', 'ctrl']",[6289],76408,76634,"[581, 591, 952, 1704, 1800, 2504, 2540, 2666, 2710, 3143, 3163, 3868, 3874, 3898, 4146, 4459, 4580, 4592, 4911, 5022]"
213,"['CBL', 'TGFBR2']","[1054, 8105]",76634,76790,"[1288, 1580, 1683, 1920, 2079, 2135, 2621, 2673, 2833, 2835, 3758, 3760, 4070, 4504, 4506, 4543, 4569, 4687, 4789, 4814]"
214,"['ctrl', 'MAPK1']",[4328],76790,77171,"[94, 95, 309, 663, 1663, 1664, 1676, 2084, 2090, 2589, 2620, 2621, 2761, 3102, 3758, 4236, 4687, 4727, 4851, 4994]"
215,"['SGK1', 'TBX2']","[7168, 7997]",77171,77458,"[124, 663, 1723, 2334, 2470, 2620, 2621, 2738, 2740, 2756, 3430, 4173, 4229, 4291, 4300, 4504, 4766, 4953, 4983, 5022]"
216,"['FOXA1', 'FOXL2']","[2796, 2823]",77458,77637,"[77, 326, 839, 1288, 2391, 2474, 2480, 2761, 3073, 3385, 3430, 3561, 3659, 4209, 4430, 4502, 4504, 4534, 4688, 4766]"
217,"['ETS2', 'MAP7D1']","[2493, 4326]",77637,77902,"[94, 130, 309, 678, 1664, 1667, 1676, 2084, 2470, 2589, 2621, 2761, 3102, 3970, 4236, 4310, 4650, 4687, 4727, 5031]"
218,"['FOXF1', 'FOXL2']","[2810, 2823]",77902,78075,"[50, 150, 323, 838, 852, 2058, 2391, 2740, 2761, 2835, 2934, 2968, 3385, 3392, 3639, 3898, 4173, 4209, 4766, 4842]"
219,"['UBASH3A', 'ctrl']",[8699],78075,78446,"[166, 227, 331, 338, 505, 1122, 1228, 1432, 1487, 1600, 1941, 2628, 2740, 3163, 3251, 3432, 3701, 3904, 4842, 5002]"
220,"['ETS2', 'PRTG']","[2493, 6196]",78446,78800,"[390, 403, 719, 1288, 1676, 1753, 2135, 2680, 2699, 2761, 3230, 3662, 3758, 3806, 4150, 4507, 4624, 4650, 4994, 5042]"
221,"['AHR', 'FEV']","[190, 2719]",78800,79064,"[94, 120, 838, 839, 1819, 2334, 2391, 2620, 2621, 2740, 2761, 3214, 3305, 4504, 4743, 5032, 5035, 5036, 5039, 5042]"
222,"['KLF1', 'TGFBR2']","[3948, 8105]",79064,79327,"[91, 308, 663, 1201, 1664, 2135, 2351, 2589, 2620, 2621, 2761, 3259, 3667, 3758, 3760, 3776, 4130, 4580, 4588, 4700]"
223,"['FEV', 'CBFA2T3']","[2719, 1052]",79327,79480,"[94, 373, 504, 838, 1090, 1819, 2058, 2334, 2351, 2391, 2740, 2761, 2977, 3776, 3898, 4115, 4504, 4526, 4569, 4727]"
224,"['ETS2', 'IKZF3']","[2493, 3658]",79480,79868,"[94, 719, 1288, 1289, 1676, 2135, 2620, 2621, 2711, 2726, 2761, 3214, 3758, 3759, 3760, 3970, 4173, 4700, 4766, 4953]"
225,"['ctrl', 'ISL2']",[3778],79868,80081,"[20, 505, 779, 1126, 1387, 1516, 1764, 1893, 2466, 2480, 3131, 3360, 3758, 3868, 3874, 3875, 4130, 4261, 4845, 4911]"
226,"['ctrl', 'SLC38A2']",[7359],80081,80361,"[219, 280, 695, 953, 1717, 2470, 2680, 2711, 2937, 3142, 3308, 3469, 3547, 3875, 4631, 4650, 4743, 4945, 4953, 5041]"
227,"['PTPN9', 'ctrl']",[6295],80361,80525,"[101, 165, 975, 1117, 1580, 1683, 1787, 2018, 2592, 2735, 3037, 3700, 3870, 3891, 3949, 3976, 4263, 4504, 4512, 5019]"
228,"['LYL1', 'CEBPB']","[4229, 1275]",80525,80684,"[77, 94, 333, 678, 697, 789, 935, 1059, 1171, 1713, 1753, 2018, 2474, 2756, 3758, 4409, 4592, 4695, 4921, 4992]"
229,"['PTPN12', 'ZBTB25']","[6288, 9164]",80684,80941,"[431, 663, 749, 1288, 2058, 2084, 2135, 2264, 2621, 2663, 3758, 3760, 4173, 4504, 4687, 4700, 4726, 4727, 4789, 5022]"
230,"['DUSP9', 'SNAI1']","[2176, 7486]",80941,81109,"[50, 564, 852, 1288, 2135, 2223, 2334, 2391, 2526, 2653, 2711, 2740, 2761, 2824, 2869, 2934, 3274, 3898, 4502, 4504]"
231,"['ctrl', 'SNAI1']",[7486],81109,81269,"[323, 426, 663, 1625, 1713, 2353, 2474, 2621, 2653, 2699, 3176, 3274, 3659, 3758, 4276, 4380, 4761, 4828, 4907, 4953]"
232,"['ctrl', 'CEBPB']",[1275],81269,81451,"[50, 94, 663, 678, 1171, 1289, 1663, 1664, 1753, 1960, 2084, 2621, 2761, 3867, 4409, 4509, 4565, 4670, 4695, 4766]"
233,"['HOXA13', 'ctrl']",[3483],81451,81681,"[50, 400, 418, 852, 1288, 1383, 1723, 2334, 2738, 2740, 2761, 3867, 3898, 4209, 4504, 4727, 4842, 4907, 4953, 4992]"
234,"['CITED1', 'ctrl']",[1428],81681,81850,"[280, 678, 818, 989, 1228, 1621, 1723, 1800, 1873, 2018, 2150, 2334, 2526, 2648, 2738, 2740, 3900, 4209, 4221, 4926]"
235,"['ctrl', 'FOXF1']",[2810],81850,82117,"[93, 237, 323, 419, 969, 1001, 1126, 1432, 1965, 2013, 2361, 2470, 2693, 2761, 3076, 3159, 3163, 3720, 3750, 3854]"
236,"['FOSB', 'IKZF3']","[2793, 3658]",82117,82321,"[94, 166, 289, 471, 838, 1107, 1288, 1289, 1387, 1774, 2353, 2470, 2620, 2621, 2761, 3553, 3758, 3759, 3760, 4766]"
237,"['TGFBR2', 'PRTG']","[8105, 6196]",82321,82529,"[390, 468, 826, 1288, 1289, 1753, 2135, 2620, 2621, 2740, 2835, 3662, 3758, 3776, 3857, 3895, 3898, 4504, 4789, 5039]"
238,"['PRDM1', 'ctrl']",[6095],82529,82802,"[111, 388, 498, 838, 1682, 2058, 2135, 2334, 2620, 2621, 2680, 2699, 2711, 2726, 2761, 3758, 3760, 4504, 4700, 4766]"
239,"['FOSB', 'PTPN12']","[2793, 6288]",82802,83093,"[94, 283, 292, 566, 749, 842, 1383, 1934, 2470, 2621, 2699, 2707, 2856, 3059, 3758, 3760, 4690, 4727, 4819, 4896]"
240,"['ctrl', 'PTPN12']",[6288],83093,83257,"[508, 749, 1201, 1934, 2000, 2361, 2499, 2707, 2918, 3496, 3553, 3758, 4110, 4504, 4688, 4700, 4727, 4762, 4789, 4893]"
241,"['SAMD1', 'PTPN12']","[6967, 6288]",83257,83549,"[749, 905, 1288, 2135, 2264, 2620, 2621, 2738, 2740, 3430, 3758, 3759, 3760, 3898, 4504, 4700, 4726, 4727, 4877, 5022]"
242,"['HK2', 'ctrl']",[3415],83549,83798,"[2, 274, 658, 1132, 2495, 2703, 2937, 2947, 3059, 3143, 3308, 3336, 3555, 3674, 3853, 4392, 4459, 4504, 4552, 5012]"
243,"['FOSB', 'OSR2']","[2793, 5428]",83798,84122,"[94, 309, 389, 663, 665, 826, 1288, 1289, 1663, 1664, 2084, 2355, 2589, 2621, 3970, 4173, 4504, 4612, 4907, 4953]"
244,"['FOXL2', 'HOXB9']","[2823, 3500]",84122,84209,"[161, 302, 343, 566, 607, 1038, 1280, 1590, 1783, 2183, 2244, 2761, 2824, 3115, 3261, 3822, 4212, 4384, 4569, 5002]"
245,"['ctrl', 'IGDCC3']",[3638],84209,84432,"[91, 390, 1288, 1753, 1861, 2135, 2544, 2621, 2740, 3430, 3674, 3682, 3758, 3891, 3895, 4504, 4541, 4624, 4687, 4842]"
246,"['ctrl', 'PTPN9']",[6295],84432,84631,"[2, 202, 496, 566, 632, 695, 889, 1288, 1423, 1464, 1621, 1704, 1980, 2349, 2569, 2740, 3700, 4504, 5012, 5019]"
247,"['ctrl', 'OSR2']",[5428],84631,85082,"[94, 309, 389, 541, 663, 1289, 1483, 1663, 1664, 1704, 1960, 2084, 2355, 2621, 2798, 3758, 3810, 4173, 4504, 4907]"
248,"['ZBTB10', 'ELMSAN1']","[9152, 2354]",85082,85243,"[120, 150, 323, 373, 852, 1288, 2334, 2404, 2504, 2648, 2682, 2707, 2740, 2934, 3243, 3667, 4130, 4624, 4640, 4842]"
249,"['JUN', 'CEBPB']","[3833, 1275]",85243,85295,"[302, 498, 607, 917, 1212, 1280, 1352, 1644, 1774, 2144, 2145, 2183, 3500, 3733, 3783, 4380, 4453, 4579, 4778, 4879]"
250,"['BPGM', 'ZBTB1']","[824, 9151]",85295,85578,"[663, 1288, 1289, 2023, 2084, 2135, 2470, 2502, 2620, 2621, 2738, 3194, 3430, 3758, 3760, 3970, 4173, 4504, 4700, 5022]"
251,"['ZBTB10', 'SNAI1']","[9152, 7486]",85578,85663,"[161, 302, 488, 746, 911, 1283, 2183, 2386, 2480, 2504, 2856, 3040, 3151, 3460, 3759, 4212, 4507, 4523, 4761, 4828]"
252,"['ctrl', 'FOXL2']",[2823],85663,85904,"[39, 838, 1046, 1723, 2116, 2135, 2740, 2761, 3131, 3159, 3385, 3512, 3758, 3772, 3900, 4130, 4173, 4545, 4650, 4743]"
