,locus,symbol,ncbi,metadata_idx,semisup_idx,iml1515_idx,precise1k_idx
739,b0705,ybfL,[],[],646,-1,698
740,b0706,ybfD,['NC_000913.3_cds_NP_415234.1_685'],[],647,-1,699
741,b0707,ybgA,['NC_000913.3_cds_NP_415235.1_686'],[],648,-1,700
742,b0708,phr,['NC_000913.3_cds_NP_415236.1_687'],[],649,-1,701
743,b0709,dtpD,['NC_000913.3_cds_NP_415237.1_688'],[],650,259,702
744,b0710,ybgI,['NC_000913.3_cds_NP_415238.1_689'],[],651,-1,703
745,b0711,pxpB,['NC_000913.3_cds_NP_415239.1_690'],[],652,-1,704
746,b0712,pxpC,['NC_000913.3_cds_NP_415240.1_691'],[],653,-1,705
747,b0713,pxpA,['NC_000913.3_cds_NP_415241.1_692'],[],654,-1,706
748,b0714,nei,['NC_000913.3_cds_NP_415242.1_693'],[],655,-1,707
749,b0715,abrB,['NC_000913.3_cds_NP_415243.4_694'],[],-1,-1,708
750,b0716,ybgO,['NC_000913.3_cds_NP_415244.4_695'],[],656,-1,709
751,b0717,ybgP,['NC_000913.3_cds_NP_415245.1_696'],[],657,-1,710
752,b0718,ybgQ,['NC_000913.3_cds_NP_415246.2_697'],[],658,-1,711
753,b0719,ybgD,['NC_000913.3_cds_NP_415247.1_698'],[],659,-1,712
754,b0720,gltA,['NC_000913.3_cds_NP_415248.1_699'],[],660,260,713
755,b4768,ybgV,['NC_000913.3_cds_YP_010051177.1_700'],[],-1,-1,-1
756,b4735,ybgU,['NC_000913.3_cds_YP_009518759.1_701'],[],-1,-1,714
757,b0721,sdhC,['NC_000913.3_cds_NP_415249.1_702'],[],661,261,715
758,b0722,sdhD,['NC_000913.3_cds_NP_415250.1_703'],[],662,262,716
759,b0723,sdhA,['NC_000913.3_cds_NP_415251.1_704'],[],663,263,717
760,b0724,sdhB,['NC_000913.3_cds_NP_415252.1_705'],[],664,264,718
761,b0726,sucA,['NC_000913.3_cds_NP_415254.1_706'],[],665,265,719
762,b0727,sucB,['NC_000913.3_cds_NP_415255.1_707'],[],666,266,720
763,b0728,sucC,['NC_000913.3_cds_NP_415256.1_708'],[],667,267,721
764,b0729,sucD,['NC_000913.3_cds_NP_415257.1_709'],[],668,268,722
765,b4764,sdhX,[],[],-1,-1,-1
766,b0730,mngR,['NC_000913.3_cds_NP_415258.1_710'],[],669,-1,723
767,b0731,mngA,['NC_000913.3_cds_NP_415259.1_711'],[],670,269,724
768,b0732,mngB,['NC_000913.3_cds_NP_415260.1_712'],[],671,270,725
769,b0733,cydA,['NC_000913.3_cds_NP_415261.2_713'],[],672,271,726
770,b0734,cydB,['NC_000913.3_cds_NP_415262.1_714'],[],673,272,727
771,b4515,cydX,['NC_000913.3_cds_YP_588444.1_715'],[],674,1513,728
772,b0735,ybgE,['NC_000913.3_cds_NP_415263.1_716'],[],675,-1,729
773,b0736,ybgC,['NC_000913.3_cds_NP_415264.1_717'],[],676,-1,730
774,b0737,tolQ,['NC_000913.3_cds_NP_415265.1_718'],[],677,-1,731
775,b0738,tolR,['NC_000913.3_cds_NP_415266.1_719'],[],678,-1,732
776,b0739,tolA,['NC_000913.3_cds_NP_415267.1_720'],[],679,-1,733
777,b0740,tolB,['NC_000913.3_cds_NP_415268.1_721'],[],680,-1,734
778,b0741,pal,['NC_000913.3_cds_NP_415269.1_722'],[],681,-1,735
779,b0742,cpoB,['NC_000913.3_cds_NP_415270.1_723'],[],682,-1,736
780,b0743,lysT,[],[],-1,-1,-1
781,b0744,valT,[],[],-1,-1,-1
782,b0745,lysW,[],[],-1,-1,-1
783,b0746,valZ,[],[],-1,-1,-1
784,b0747,lysY,[],[],-1,-1,-1
785,b0748,lysZ,[],[],-1,-1,-1
786,b0749,lysQ,[],[],-1,-1,-1
787,b0750,nadA,['NC_000913.3_cds_NP_415271.1_724'],[],683,273,737
788,b0751,pnuC,['NC_000913.3_cds_NP_415272.1_725'],[],684,274,738
789,b0752,zitB,['NC_000913.3_cds_NP_415273.1_726'],[],685,275,739
790,b0753,ybgS,['NC_000913.3_cds_NP_415274.1_727'],[],686,-1,740
791,b0754,aroG,['NC_000913.3_cds_NP_415275.1_728'],[],687,276,741
792,b0755,gpmA,['NC_000913.3_cds_NP_415276.1_729'],[],688,277,742
793,b0756,galM,['NC_000913.3_cds_NP_415277.1_730'],[],689,278,743
794,b0757,galK,['NC_000913.3_cds_NP_415278.1_731'],[],690,279,744
795,b0758,galT,['NC_000913.3_cds_NP_415279.1_732'],[],691,280,745
796,b0759,galE,['NC_000913.3_cds_NP_415280.3_733'],[],692,281,746
797,b0760,modF,['NC_000913.3_cds_NP_415281.1_734'],[],693,-1,747
798,b0761,modE,['NC_000913.3_cds_NP_415282.1_735'],[],694,-1,748
799,b0762,acrZ,['NC_000913.3_cds_NP_415283.1_736'],[],695,-1,749
800,b0763,modA,['NC_000913.3_cds_NP_415284.1_737'],[],696,282,750
801,b0764,modB,['NC_000913.3_cds_NP_415285.1_738'],[],697,283,751
802,b0765,modC,['NC_000913.3_cds_NP_415286.1_739'],[],698,284,752
803,b0766,ybhA,['NC_000913.3_cds_NP_415287.1_740'],[],699,285,753
804,b0767,pgl,['NC_000913.3_cds_NP_415288.1_741'],[],700,286,754
805,b0768,ybhD,['NC_000913.3_cds_NP_415289.4_742'],[],-1,-1,755
806,b0769,ybhH,['NC_000913.3_cds_NP_415290.1_743'],[],701,-1,756
807,b0770,ybhI,['NC_000913.3_cds_NP_415291.1_744'],[],702,-1,757
808,b0771,ybhJ,['NC_000913.3_cds_NP_415292.2_745'],[],703,-1,758
809,b0772,ybhC,['NC_000913.3_cds_NP_415293.1_746'],[],704,-1,759
810,b0773,ybhB,['NC_000913.3_cds_NP_415294.1_747'],[],705,-1,760
811,b0774,bioA,['NC_000913.3_cds_NP_415295.1_748'],[],706,287,761
812,b0775,bioB,['NC_000913.3_cds_NP_415296.1_749'],[],-1,288,762
813,b0776,bioF,['NC_000913.3_cds_NP_415297.1_750'],[],707,289,763
814,b0777,bioC,['NC_000913.3_cds_NP_415298.1_751'],[],708,290,764
815,b0778,bioD,['NC_000913.3_cds_NP_415299.1_752'],[],709,291,765
816,b0779,uvrB,['NC_000913.3_cds_NP_415300.1_753'],[],710,-1,766
817,b0780,ybhK,['NC_000913.3_cds_NP_415301.1_754'],[],711,-1,767
818,b0781,moaA,['NC_000913.3_cds_NP_415302.1_755'],[],712,292,768
819,b0782,moaB,['NC_000913.3_cds_NP_415303.1_756'],[],713,-1,769
820,b0783,moaC,['NC_000913.3_cds_NP_415304.1_757'],[],714,293,770
821,b0784,moaD,['NC_000913.3_cds_NP_415305.1_758'],[],715,294,771
822,b0785,moaE,['NC_000913.3_cds_NP_415306.1_759'],[],716,295,772
823,b0786,ybhL,['NC_000913.3_cds_NP_415307.1_760'],[],717,-1,773
824,b0787,ybhM,['NC_000913.3_cds_NP_415308.1_761'],[],718,-1,774
825,b0788,ybhN,['NC_000913.3_cds_NP_415309.1_762'],[],719,-1,775
826,b0789,clsB,['NC_000913.3_cds_NP_415310.1_763'],[],720,296,776
827,b0790,ybhP,['NC_000913.3_cds_NP_415311.1_764'],[],721,-1,777
828,b0791,ybhQ,['NC_000913.3_cds_NP_415312.1_765'],[],722,-1,778
829,b0792,ybhR,['NC_000913.3_cds_NP_415313.1_766'],[],723,-1,779
830,b0793,ybhS,['NC_000913.3_cds_NP_415314.1_767'],[],724,-1,780
831,b0794,ybhF,['NC_000913.3_cds_NP_415315.4_768'],[],725,-1,781
832,b0795,ybhG,['NC_000913.3_cds_NP_415316.1_769'],[],726,-1,782
833,b0796,cecR,['NC_000913.3_cds_NP_415317.4_770'],[],727,-1,783
834,b0797,rhlE,['NC_000913.3_cds_NP_415318.1_771'],[],728,-1,784
835,b0798,ybiA,['NC_000913.3_cds_NP_415319.1_772'],[],729,-1,785
836,b0799,dinG,['NC_000913.3_cds_NP_415320.1_773'],[],730,-1,786
837,b0800,ybiB,['NC_000913.3_cds_NP_415321.1_774'],[],731,-1,787
838,b0801,hcxB,['NC_000913.3_cds_NP_415322.1_775'],[],732,-1,788
839,b4814,zbiJ,[],[],-1,-1,-1
840,b4769,ybiE,['NC_000913.3_cds_YP_010051178.1_776'],[],-1,-1,-1
841,b0802,ybiJ,['NC_000913.3_cds_NP_415323.1_777'],[],733,-1,789
842,b0803,ybiI,['NC_000913.3_cds_NP_415324.1_778'],[],734,-1,790
843,b0804,ybiX,['NC_000913.3_cds_NP_415325.4_779'],[],735,-1,791
844,b0805,fiu,['NC_000913.3_cds_NP_415326.1_780'],[],736,297,792
845,b0806,mcbA,['NC_000913.3_cds_NP_415327.2_781'],[],737,-1,793
846,b0807,rlmF,['NC_000913.3_cds_NP_415328.4_782'],[],738,-1,794
847,b0808,ybiO,['NC_000913.3_cds_NP_415329.4_783'],[],739,298,795
848,b0809,glnQ,['NC_000913.3_cds_NP_415330.1_784'],[],740,299,796
849,b0810,glnP,['NC_000913.3_cds_NP_415331.1_785'],[],741,300,797
850,b0811,glnH,['NC_000913.3_cds_NP_415332.1_786'],[],742,301,798
851,b0812,dps,['NC_000913.3_cds_NP_415333.1_787'],[],743,-1,799
852,b0813,rhtA,['NC_000913.3_cds_NP_415334.1_788'],[],744,302,800
853,b4736,yliM,['NC_000913.3_cds_YP_009518760.1_789'],[],-1,-1,801
854,b0814,ompX,['NC_000913.3_cds_NP_415335.1_790'],[],745,-1,802
855,b0815,opgE,['NC_000913.3_cds_NP_415336.1_791'],[],746,-1,803
856,b4416,rybA,[],[],-1,-1,-1
857,b4705,mntS,['NC_000913.3_cds_YP_009029995.1_792'],[],-1,-1,804
858,b0817,mntR,['NC_000913.3_cds_NP_415338.1_793'],[],747,-1,805
859,b0818,ybiR,['NC_000913.3_cds_NP_415339.1_794'],[],748,-1,806
860,b0819,ldtB,['NC_000913.3_cds_NP_415340.1_795'],[],749,303,807
861,b0820,ybiT,['NC_000913.3_cds_NP_415341.1_796'],[],750,-1,808
862,b0821,ybiU,['NC_000913.3_cds_NP_415342.1_797'],[],751,-1,809
863,b0822,ybiV,['NC_000913.3_cds_NP_415343.1_798'],[],752,304,810
864,b0823,ybiW,['NC_000913.3_cds_NP_415344.1_799'],[],753,-1,811
865,b0824,ybiY,['NC_000913.3_cds_NP_415345.2_800'],[],754,-1,812
866,b0825,fsaA,['NC_000913.3_cds_NP_415346.4_801'],[],755,305,813
867,b0826,moeB,['NC_000913.3_cds_NP_415347.1_802'],[],756,306,814
868,b0827,moeA,['NC_000913.3_cds_NP_415348.1_803'],[],757,307,815
869,b0828,iaaA,['NC_000913.3_cds_NP_415349.1_804'],[],758,308,816
870,b0829,gsiA,['NC_000913.3_cds_NP_415350.2_805'],[],-1,309,817
871,b0830,gsiB,['NC_000913.3_cds_NP_415351.1_806'],[],759,310,818
872,b0831,gsiC,['NC_000913.3_cds_NP_415352.1_807'],[],760,311,819
873,b0832,gsiD,['NC_000913.3_cds_NP_415353.1_808'],[],761,312,820
874,b0833,pdeI,['NC_000913.3_cds_NP_415354.1_809'],[],762,-1,821
875,b0834,dgcI,['NC_000913.3_cds_NP_415355.1_810'],[],763,-1,822
876,b0835,rimO,['NC_000913.3_cds_NP_415356.1_811'],[],764,-1,823
877,b0836,bssR,['NC_000913.3_cds_NP_415357.1_812'],[],765,-1,824
878,b0837,yliI,['NC_000913.3_cds_NP_415358.1_813'],[],766,313,825
879,b0838,gstB,['NC_000913.3_cds_NP_415359.4_814'],[],767,-1,826
880,b0839,dacC,['NC_000913.3_cds_NP_415360.1_815'],[],768,314,827
881,b0840,deoR,['NC_000913.3_cds_NP_415361.1_816'],[],769,-1,828
882,b0841,ybjG,['NC_000913.3_cds_NP_415362.1_817'],[],770,315,829
883,b0842,mdfA,['NC_000913.3_cds_NP_415363.1_818'],[],771,316,830
884,b0843,ybjH,['NC_000913.3_cds_NP_415364.1_819'],[],772,-1,831
885,b0844,ybjI,['NC_000913.3_cds_NP_415365.4_820'],[],773,317,832
886,b0845,ybjJ,['NC_000913.3_cds_NP_415366.1_821'],[],774,-1,833
887,b0846,rcdA,['NC_000913.3_cds_NP_415367.1_822'],[],775,-1,834
888,b4417,rybB,[],[],-1,-1,-1
889,b0847,ybjL,['NC_000913.3_cds_NP_415368.1_823'],[],776,-1,835
890,b0848,ybjM,['NC_000913.3_cds_NP_415369.1_824'],[],777,-1,836
891,b0849,grxA,['NC_000913.3_cds_NP_415370.1_825'],[],778,318,837
892,b0850,ybjC,['NC_000913.3_cds_NP_415371.1_826'],[],779,-1,838
893,b0851,nfsA,['NC_000913.3_cds_NP_415372.1_827'],[],780,-1,839
894,b0852,rimK,['NC_000913.3_cds_NP_415373.1_828'],[],781,-1,840
895,b0853,ybjN,['NC_000913.3_cds_NP_415374.1_829'],[],782,-1,841
896,b0854,potF,['NC_000913.3_cds_NP_415375.1_830'],[],783,319,842
897,b0855,potG,['NC_000913.3_cds_NP_415376.4_831'],[],784,320,843
898,b0856,potH,['NC_000913.3_cds_NP_415377.1_832'],[],785,321,844
899,b0857,potI,['NC_000913.3_cds_NP_415378.1_833'],[],786,322,845
900,b0858,ybjO,['NC_000913.3_cds_NP_415379.1_834'],[],787,-1,846
901,b0859,rlmC,['NC_000913.3_cds_NP_415380.1_835'],[],788,-1,847
902,b0860,artJ,['NC_000913.3_cds_NP_415381.1_836'],[],789,323,848
903,b0861,artM,['NC_000913.3_cds_NP_415382.1_837'],[],790,324,849
904,b0862,artQ,['NC_000913.3_cds_NP_415383.1_838'],[],791,325,850
905,b0863,artI,['NC_000913.3_cds_NP_415384.1_839'],[],792,326,851
906,b0864,artP,['NC_000913.3_cds_NP_415385.1_840'],[],793,327,852
907,b0865,ybjP,['NC_000913.3_cds_NP_415386.1_841'],[],794,-1,853
908,b0866,ybjQ,['NC_000913.3_cds_NP_415387.1_842'],[],795,-1,854
909,b0867,amiD,['NC_000913.3_cds_NP_415388.1_843'],[],796,328,855
910,b0868,ybjS,['NC_000913.3_cds_NP_415389.2_844'],[],797,-1,856
911,b0869,ybjT,['NC_000913.3_cds_NP_415390.4_845'],[],798,-1,857
912,b0870,ltaE,['NC_000913.3_cds_NP_415391.1_846'],[],799,329,858
913,b0871,poxB,['NC_000913.3_cds_NP_415392.1_847'],[],800,330,859
914,b0872,hcr,['NC_000913.3_cds_NP_415393.1_848'],[],801,-1,860
915,b0873,hcp,['NC_000913.3_cds_NP_415394.4_849'],[],802,-1,861
916,b0874,lysO,['NC_000913.3_cds_NP_415395.2_850'],[],803,331,862
917,b0875,aqpZ,['NC_000913.3_cds_NP_415396.1_851'],[],804,332,863
918,b0876,ybjD,['NC_000913.3_cds_NP_415397.1_852'],[],805,-1,864
919,b0877,ybjX,['NC_000913.3_cds_NP_415398.1_853'],[],806,-1,865
920,b0878,macA,['NC_000913.3_cds_NP_415399.4_854'],[],807,-1,866
921,b0879,macB,['NC_000913.3_cds_NP_415400.1_855'],[],808,-1,867
922,b0880,cspD,['NC_000913.3_cds_NP_415401.1_856'],[],809,-1,868
923,b4770,yljB,['NC_000913.3_cds_YP_010051179.1_857'],[],-1,-1,-1
924,b0881,clpS,['NC_000913.3_cds_NP_415402.1_858'],[],810,-1,869
925,b0882,clpA,['NC_000913.3_cds_NP_415403.1_859'],[],811,-1,870
926,b0883,serW,[],[],-1,-1,-1
927,b0884,infA,['NC_000913.3_cds_NP_415404.1_860'],[],812,-1,871
928,b0885,aat,['NC_000913.3_cds_NP_415405.1_861'],[],813,-1,872
929,b0886,cydC,['NC_000913.3_cds_NP_415406.1_862'],[],814,333,873
930,b0887,cydD,['NC_000913.3_cds_NP_415407.1_863'],[],815,334,874
931,b0888,trxB,['NC_000913.3_cds_NP_415408.1_864'],[],816,335,875
932,b0889,lrp,['NC_000913.3_cds_NP_415409.1_865'],[],818,-1,876
933,b0890,ftsK,['NC_000913.3_cds_NP_415410.1_866'],[],819,-1,877
934,b0891,lolA,['NC_000913.3_cds_NP_415411.2_867'],[],821,-1,878
935,b0892,rarA,['NC_000913.3_cds_NP_415412.1_868'],[],824,-1,879
936,b0893,serS,['NC_000913.3_cds_NP_415413.1_869'],[],825,-1,880
937,b0894,dmsA,['NC_000913.3_cds_NP_415414.4_870'],[],826,336,881
938,b0895,dmsB,['NC_000913.3_cds_NP_415415.1_871'],[],827,337,882
939,b0896,dmsC,['NC_000913.3_cds_NP_415416.1_872'],[],828,338,883
940,b0897,ycaC,['NC_000913.3_cds_NP_415417.1_873'],[],829,-1,884
941,b0898,ycaD,['NC_000913.3_cds_NP_415418.1_874'],[],830,-1,885
942,b0899,ycaM,['NC_000913.3_cds_NP_415419.2_875'],[],831,-1,886
943,b0900,ycaN,['NC_000913.3_cds_NP_415420.1_876'],[],832,-1,887
944,b0901,ycaK,['NC_000913.3_cds_NP_415421.1_877'],[],833,-1,888
945,b0902,pflA,['NC_000913.3_cds_NP_415422.1_878'],[],834,339,889
946,b0903,pflB,['NC_000913.3_cds_NP_415423.1_879'],[],835,340,890
947,b0904,focA,['NC_000913.3_cds_NP_415424.1_880'],[],836,341,891
948,b0905,ycaO,['NC_000913.3_cds_NP_415425.4_881'],[],-1,342,892
949,b0906,ycaP,['NC_000913.3_cds_NP_415426.1_882'],[],837,-1,893
950,b0907,serC,['NC_000913.3_cds_NP_415427.1_883'],[],838,343,894
951,b0908,aroA,['NC_000913.3_cds_NP_415428.1_884'],[],839,344,895
952,b0909,ycaL,['NC_000913.3_cds_NP_415429.2_885'],[],840,-1,896
953,b0910,cmk,['NC_000913.3_cds_NP_415430.1_886'],[],841,345,897
954,b0911,rpsA,['NC_000913.3_cds_NP_415431.1_887'],[],842,-1,898
955,b0912,ihfB,['NC_000913.3_cds_NP_415432.1_888'],[],843,-1,899
956,b0913,ycaI,['NC_000913.3_cds_NP_415433.4_889'],[],844,-1,900
957,b0914,msbA,['NC_000913.3_cds_NP_415434.1_890'],[],845,346,901
958,b0915,lpxK,['NC_000913.3_cds_NP_415435.1_891'],[],846,347,902
959,b0916,ycaQ,['NC_000913.3_cds_NP_415436.1_892'],[],847,-1,903
960,b0917,ycaR,['NC_000913.3_cds_NP_415437.1_893'],[],848,-1,904
961,b0918,kdsB,['NC_000913.3_cds_NP_415438.1_894'],[],849,348,905
962,b0919,ycbJ,['NC_000913.3_cds_NP_415439.1_895'],[],850,-1,906
963,b0920,elyC,['NC_000913.3_cds_NP_415440.1_896'],[],851,-1,907
964,b0921,cmoM,['NC_000913.3_cds_NP_415441.1_897'],[],852,-1,908
965,b0922,mukF,['NC_000913.3_cds_NP_415442.1_898'],[],853,-1,909
966,b0923,mukE,['NC_000913.3_cds_NP_415443.2_899'],[],854,-1,910
967,b0924,mukB,['NC_000913.3_cds_NP_415444.1_900'],[],855,-1,911
968,b0925,ldtD,['NC_000913.3_cds_NP_415445.1_901'],[],856,349,912
969,b0926,mepK,['NC_000913.3_cds_NP_415446.1_902'],[],857,-1,913
970,b0927,gloC,['NC_000913.3_cds_NP_415447.1_903'],[],858,-1,914
971,b0928,aspC,['NC_000913.3_cds_NP_415448.1_904'],[],859,350,915
972,b0929,ompF,['NC_000913.3_cds_NP_415449.1_905'],[],860,351,916
973,b0930,asnS,['NC_000913.3_cds_NP_415450.1_906'],[],861,-1,917
974,b0931,pncB,['NC_000913.3_cds_NP_415451.1_907'],[],862,352,918
975,b0932,pepN,['NC_000913.3_cds_NP_415452.1_908'],[],863,353,919
976,b0933,ssuB,['NC_000913.3_cds_NP_415453.1_909'],[],864,354,920
977,b0934,ssuC,['NC_000913.3_cds_NP_415454.4_910'],[],865,355,921
978,b0935,ssuD,['NC_000913.3_cds_NP_415455.1_911'],[],866,356,922
979,b0936,ssuA,['NC_000913.3_cds_NP_415456.4_912'],[],867,357,923
980,b0937,ssuE,['NC_000913.3_cds_NP_415457.1_913'],[],868,358,924
981,b0938,elfA,['NC_000913.3_cds_NP_415458.2_914'],[],869,-1,925
982,b0939,elfD,['NC_000913.3_cds_NP_415459.1_915'],[],870,-1,926
983,b0940,elfC,['NC_000913.3_cds_NP_415460.1_916'],[],871,-1,927
984,b0941,elfG,['NC_000913.3_cds_NP_415461.1_917'],[],872,-1,928
985,b0942,ycbU,['NC_000913.3_cds_NP_415462.1_918'],[],873,-1,929
986,b0943,ycbV,['NC_000913.3_cds_NP_415463.2_919'],[],874,-1,930
987,b0944,ycbF,['NC_000913.3_cds_NP_415464.4_920'],[],875,-1,931
988,b0945,pyrD,['NC_000913.3_cds_NP_415465.1_921'],[],876,359,932
989,b0946,zapC,['NC_000913.3_cds_NP_415466.4_922'],[],877,-1,933
990,b0947,ycbX,['NC_000913.3_cds_NP_415467.1_923'],[],878,-1,934
991,b0948,rlmL,['NC_000913.3_cds_NP_415468.1_924'],[],879,-1,935
992,b0949,uup,['NC_000913.3_cds_NP_415469.1_925'],[],-1,-1,936
993,b0950,pqiA,['NC_000913.3_cds_NP_415470.1_926'],[],880,-1,937
994,b0951,pqiB,['NC_000913.3_cds_NP_415471.1_927'],[],881,-1,938
995,b0952,pqiC,['NC_000913.3_cds_NP_415472.2_928'],[],882,-1,939
996,b0953,rmf,['NC_000913.3_cds_NP_415473.1_929'],[],883,-1,940
997,b0954,fabA,['NC_000913.3_cds_NP_415474.1_930'],[],884,360,941
998,b0955,ycbZ,['NC_000913.3_cds_NP_415475.1_931'],[],-1,-1,942
999,b0956,matP,['NC_000913.3_cds_NP_415476.1_932'],[],885,-1,943
1000,b0957,ompA,['NC_000913.3_cds_NP_415477.1_933'],[],886,361,944
1001,b0958,sulA,['NC_000913.3_cds_NP_415478.1_934'],[],887,-1,945
1002,b0959,sxy,['NC_000913.3_cds_NP_415479.1_935'],[],888,-1,946
1003,b0960,yccS,['NC_000913.3_cds_NP_415480.2_936'],[],889,-1,947
1004,b0961,yccF,['NC_000913.3_cds_NP_415481.1_937'],[],890,-1,948
1005,b0962,helD,['NC_000913.3_cds_NP_415482.1_938'],[],891,-1,949
1006,b0963,mgsA,['NC_000913.3_cds_NP_415483.2_939'],[],-1,362,950
1007,b0964,yccT,['NC_000913.3_cds_NP_415484.1_940'],[],892,-1,951
1008,b0965,yccU,['NC_000913.3_cds_NP_415485.4_941'],[],893,-1,952
1009,b0966,hspQ,['NC_000913.3_cds_NP_415486.4_942'],[],-1,-1,953
1010,b0967,rlmI,['NC_000913.3_cds_NP_415487.4_943'],[],-1,-1,954
1011,b0968,yccX,['NC_000913.3_cds_NP_415488.1_944'],[],894,363,955
1012,b0969,tusE,['NC_000913.3_cds_NP_415489.4_945'],[],895,-1,956
1013,b0970,yccA,['NC_000913.3_cds_NP_415490.1_946'],[],896,-1,957
1014,b0971,serT,[],[],-1,-1,-1
1015,b0972,hyaA,['NC_000913.3_cds_NP_415491.1_947'],[],897,364,958
1016,b0973,hyaB,['NC_000913.3_cds_NP_415492.1_948'],[],898,365,959
1017,b0974,hyaC,['NC_000913.3_cds_NP_415493.1_949'],[],899,366,960
1018,b0975,hyaD,['NC_000913.3_cds_NP_415494.1_950'],[],900,-1,961
1019,b0976,hyaE,['NC_000913.3_cds_NP_415495.1_951'],[],901,-1,962
1020,b0977,hyaF,['NC_000913.3_cds_NP_415496.1_952'],[],902,-1,963
1021,b0978,appC,['NC_000913.3_cds_NP_415497.1_953'],[],903,367,964
1022,b0979,appB,['NC_000913.3_cds_NP_415498.1_954'],[],904,368,965
1023,b4592,appX,['NC_000913.3_cds_YP_001165313.1_955'],[],-1,-1,966
1024,b0980,appA,['NC_000913.3_cds_NP_415500.1_956'],[],905,369,967
1025,b0981,etk,['NC_000913.3_cds_NP_415501.1_957'],[],906,-1,968
1026,b0982,etp,['NC_000913.3_cds_NP_415502.4_958'],[],907,-1,969
1027,b0983,gfcE,['NC_000913.3_cds_NP_415503.1_959'],[],908,-1,970
1028,b0984,gfcD,['NC_000913.3_cds_NP_415504.1_960'],[],909,-1,971
1029,b0985,gfcC,['NC_000913.3_cds_NP_415505.1_961'],[],910,-1,972
1030,b0986,gfcB,['NC_000913.3_cds_NP_415506.1_962'],[],911,-1,973
1031,b0987,gfcA,['NC_000913.3_cds_NP_415507.2_963'],[],912,-1,974
1032,b4516,insA4,['NC_000913.3_cds_YP_588445.1_964'],[],-1,-1,975
1033,b0988,insB4,['NC_000913.3_cds_NP_415508.1_965'],[],-1,-1,976
1034,b0989,cspH,['NC_000913.3_cds_NP_415509.1_966'],[],-1,-1,977
1035,b0990,cspG,['NC_000913.3_cds_NP_415510.1_967'],[],913,-1,978
1036,b4723,ymcF,['NC_000913.3_cds_YP_009518761.1_968'],[],-1,-1,979
1037,b0991,ymcE,['NC_000913.3_cds_NP_415511.1_969'],[],914,-1,980
1038,b4517,gnsA,['NC_000913.3_cds_YP_588446.1_970'],[],915,-1,981
1039,b0992,yccM,['NC_000913.3_cds_NP_415512.1_971'],[],916,-1,982
1040,b0993,torS,['NC_000913.3_cds_NP_415513.2_972'],[],917,-1,983
1041,b0994,torT,['NC_000913.3_cds_NP_415514.1_973'],[],918,-1,984
1042,b0995,torR,['NC_000913.3_cds_NP_415515.1_974'],[],919,-1,985
1043,b0996,torC,['NC_000913.3_cds_NP_415516.1_975'],[],920,370,986
1044,b0997,torA,['NC_000913.3_cds_NP_415517.1_976'],[],921,371,987
1045,b0998,torD,['NC_000913.3_cds_NP_415518.1_977'],[],922,-1,988
1046,b0999,cbpM,['NC_000913.3_cds_NP_415519.1_978'],[],923,-1,989
1047,b1000,cbpA,['NC_000913.3_cds_NP_415520.1_979'],[],924,-1,990
1048,b1001,yccE,['NC_000913.3_cds_NP_415521.1_980'],[],925,-1,991
1049,b1002,agp,['NC_000913.3_cds_NP_415522.1_981'],[],926,372,992
1050,b1003,yccJ,['NC_000913.3_cds_NP_415523.1_982'],[],927,-1,993
1051,b1004,wrbA,['NC_000913.3_cds_NP_415524.1_983'],[],928,373,994
1052,b4518,ymdF,['NC_000913.3_cds_NP_415525.2_984'],[],929,-1,995
1053,b1006,rutG,['NC_000913.3_cds_NP_415526.4_985'],[],930,374,996
1054,b1007,rutF,['NC_000913.3_cds_NP_415527.4_986'],[],931,375,997
1055,b1008,rutE,['NC_000913.3_cds_NP_415528.1_987'],[],932,376,998
1056,b1009,rutD,['NC_000913.3_cds_NP_415529.1_988'],[],-1,377,999
1057,b1010,rutC,['NC_000913.3_cds_NP_415530.1_989'],[],933,378,1000
1058,b1011,rutB,['NC_000913.3_cds_NP_415531.2_990'],[],934,379,1001
1059,b1012,rutA,['NC_000913.3_cds_NP_415532.3_991'],[],935,380,1002
1060,b1013,rutR,['NC_000913.3_cds_NP_415533.1_992'],[],936,-1,1003
1061,b1014,putA,['NC_000913.3_cds_NP_415534.1_993'],[],937,381,1004
1062,b4737,ymdG,['NC_000913.3_cds_YP_009518762.2_994'],[],-1,-1,1005
1063,b1015,putP,['NC_000913.3_cds_NP_415535.1_995'],[],-1,382,1006
1064,b4490,efeU,[],[],938,-1,1007
1065,b1018,efeO,['NC_000913.3_cds_NP_415537.1_996'],[],939,-1,1008
1066,b1019,efeB,['NC_000913.3_cds_NP_415538.1_997'],[],940,383,1009
1067,b1020,phoH,['NC_000913.3_cds_NP_415539.1_998'],[],941,-1,1010
1068,b1021,pgaD,['NC_000913.3_cds_NP_415540.1_999'],[],942,384,1011
1069,b1022,pgaC,['NC_000913.3_cds_NP_415541.1_1000'],[],943,385,1012
1070,b1023,pgaB,['NC_000913.3_cds_NP_415542.1_1001'],[],944,-1,1013
1071,b1024,pgaA,['NC_000913.3_cds_NP_415543.1_1002'],[],945,-1,1014
1072,b1025,dgcT,['NC_000913.3_cds_NP_415544.1_1003'],[],-1,386,1015
1073,b1026,insF4,['NC_000913.3_cds_NP_415545.1_1004'],[],-1,-1,1016
