source,target,importance
NFKBIZ,YPEL5,0.1111111111111111
NFKBIZ,KRCC1,0.1111111111111111
NFKBIZ,CCDC148,0.1111111111111111
NFKBIZ,BAZ2B,0.1538461538461538
NFKBIZ,SPC25,0.1111111111111111
NFKBIZ,ANKRD44,0.1111111111111111
NFKBIZ,ALS2CR11,0.1111111111111111
NFKBIZ,IKZF2,0.1538461538461538
NFKBIZ,PTMA,0.125
NFKBIZ,LMCD1,0.125
NFKBIZ,ZNF620,0.1333333333333333
NFKBIZ,SPATA12,0.1111111111111111
NFKBIZ,FRG2C,0.1111111111111111
NFKBIZ,MBD4,0.1764705882352941
NFKBIZ,SMC4,0.1111111111111111
NFKBIZ,SAMD7,0.1428571428571428
NFKBIZ,FAM43A,0.1111111111111111
NFKBIZ,POLN,0.1111111111111111
NFKBIZ,C4orf22,0.2
NFKBIZ,TNIP3,0.125
NFKBIZ,KIAA1109,0.1111111111111111
NFKBIZ,MAB21L2,0.1333333333333333
NFKBIZ,C4orf45,0.1111111111111111
NFKBIZ,SPATA4,0.1666666666666666
NFKBIZ,CENPU,0.1428571428571428
NFKBIZ,FRG2,0.1111111111111111
NFKBIZ,UBE2QL1,0.1428571428571428
NFKBIZ,FYB,0.15
NFKBIZ,CCDC152,0.1111111111111111
NFKBIZ,ANKRD55,0.1111111111111111
NFKBIZ,CMYA5,0.1333333333333333
NFKBIZ,MCC,0.1428571428571428
NFKBIZ,AFF4,0.1333333333333333
NFKBIZ,ITK,0.1071428571428571
NFKBIZ,CCNJL,0.1333333333333333
NFKBIZ,LCP2,0.1111111111111111
NFKBIZ,CREBRF,0.125
NFKBIZ,BTNL8,0.1333333333333333
NFKBIZ,FAM217A,0.1111111111111111
NFKBIZ,HIST1H2AC,0.1333333333333333
NFKBIZ,HIST1H2BD,0.125
NFKBIZ,IER3,0.1333333333333333
NFKBIZ,GPSM3,0.1333333333333333
NFKBIZ,SRSF3,0.1176470588235294
NFKBIZ,PNRC1,0.2222222222222222
NFKBIZ,FABP7,0.125
NFKBIZ,CREB5,0.1052631578947368
NFKBIZ,PRR15,0.1111111111111111
NFKBIZ,POU6F2,0.1111111111111111
NFKBIZ,C7orf25,0.1111111111111111
NFKBIZ,GTF2IRD2,0.1538461538461538
NFKBIZ,DYNC1I1,0.1111111111111111
NFKBIZ,C7orf61,0.1111111111111111
NFKBIZ,TSC22D4,0.1666666666666666
NFKBIZ,KMT2E,0.1034482758620689
NFKBIZ,HBP1,0.1764705882352941
NFKBIZ,TES,0.1111111111111111
NFKBIZ,UBE2H,0.1111111111111111
NFKBIZ,TSGA13,0.1111111111111111
NFKBIZ,ZC3HAV1,0.1111111111111111
NFKBIZ,ZNF425,0.1111111111111111
NFKBIZ,ZNF467,0.1538461538461538
NFKBIZ,RAI2,0.1818181818181818
NFKBIZ,MAGEB2,0.2
NFKBIZ,MAGED2,0.1111111111111111
NFKBIZ,TRO,0.1538461538461538
NFKBIZ,PAGE5,0.1111111111111111
NFKBIZ,ACRC,0.1428571428571428
NFKBIZ,ARMCX3,0.1176470588235294
NFKBIZ,NXF3,0.125
NFKBIZ,TCEAL5,0.2
NFKBIZ,TSC22D3,0.1538461538461538
NFKBIZ,SPANXD,0.2
NFKBIZ,MAGEC2,0.1333333333333333
NFKBIZ,MAGEA9B,0.1818181818181818
NFKBIZ,MAGEA11,0.1428571428571428
NFKBIZ,PASD1,0.1176470588235294
NFKBIZ,C8orf74,0.1111111111111111
NFKBIZ,FAM167A,0.1111111111111111
NFKBIZ,BNIP3L,0.1034482758620689
NFKBIZ,PLEKHA2,0.1052631578947368
NFKBIZ,C8orf4,0.1153846153846153
NFKBIZ,ZMAT4,0.1818181818181818
NFKBIZ,C8orf46,0.1666666666666666
NFKBIZ,ZBTB10,0.1176470588235294
NFKBIZ,RALYL,0.1666666666666666
NFKBIZ,RUNX1T1,0.1111111111111111
NFKBIZ,FBXO43,0.1428571428571428
NFKBIZ,ATAD2,0.1111111111111111
NFKBIZ,FBXO32,0.1176470588235294
NFKBIZ,FAM214B,0.2222222222222222
NFKBIZ,FAM221B,0.1111111111111111
NFKBIZ,TLE4,0.1052631578947368
NFKBIZ,GADD45G,0.1176470588235294
NFKBIZ,MORN5,0.1111111111111111
NFKBIZ,TNNI2,0.1111111111111111
NFKBIZ,TRIM22,0.1052631578947368
NFKBIZ,LDHA,0.1052631578947368
NFKBIZ,LPXN,0.1034482758620689
NFKBIZ,MS4A2,0.1176470588235294
NFKBIZ,TIGD3,0.2
NFKBIZ,CCS,0.1052631578947368
NFKBIZ,MYEOV,0.1111111111111111
NFKBIZ,PRSS23,0.1538461538461538
NFKBIZ,MAML2,0.12
NFKBIZ,ANKK1,0.1176470588235294
NFKBIZ,ZNF503,0.1333333333333333
NFKBIZ,ADIRF,0.1333333333333333
NFKBIZ,PTPRE,0.1176470588235294
NFKBIZ,KIAA1551,0.1538461538461538
NFKBIZ,AMIGO2,0.1176470588235294
NFKBIZ,PCED1B,0.1111111111111111
NFKBIZ,H1FNT,0.1333333333333333
NFKBIZ,TUBA1A,0.1071428571428571
NFKBIZ,DAZAP2,0.1176470588235294
NFKBIZ,ANKRD33,0.1538461538461538
NFKBIZ,KRT7,0.1111111111111111
NFKBIZ,PHLDA1,0.1176470588235294
NFKBIZ,SRRM4,0.1052631578947368
NFKBIZ,HSPB8,0.1176470588235294
NFKBIZ,CCDC60,0.1111111111111111
NFKBIZ,MORN3,0.2222222222222222
NFKBIZ,N4BP2L2,0.1176470588235294
NFKBIZ,TSC22D1,0.1666666666666666
NFKBIZ,FAM124A,0.1111111111111111
NFKBIZ,INTS6,0.1333333333333333
NFKBIZ,COMMD6,0.1666666666666666
NFKBIZ,SLC39A2,0.125
NFKBIZ,C14orf105,0.1111111111111111
NFKBIZ,RGS6,0.1052631578947368
NFKBIZ,PATL2,0.1333333333333333
NFKBIZ,SHC4,0.1052631578947368
NFKBIZ,KIAA0101,0.1052631578947368
NFKBIZ,OAZ2,0.1111111111111111
NFKBIZ,MSRB1,0.1052631578947368
NFKBIZ,PYDC1,0.1052631578947368
NFKBIZ,IRX6,0.1111111111111111
NFKBIZ,MT1E,0.1111111111111111
NFKBIZ,MT1M,0.1111111111111111
NFKBIZ,MT1F,0.1111111111111111
NFKBIZ,LRRC36,0.1111111111111111
NFKBIZ,EDC4,0.2
NFKBIZ,ASPA,0.1052631578947368
NFKBIZ,KDM6B,0.1481481481481481
NFKBIZ,TEKT3,0.1111111111111111
NFKBIZ,CDRT4,0.1111111111111111
NFKBIZ,RASD1,0.1111111111111111
NFKBIZ,PSMB3,0.1052631578947368
NFKBIZ,EIF1,0.1111111111111111
NFKBIZ,SP6,0.125
NFKBIZ,HOXB6,0.1111111111111111
NFKBIZ,HN1,0.1538461538461538
NFKBIZ,AFMID,0.1333333333333333
NFKBIZ,C20orf202,0.1111111111111111
NFKBIZ,C20orf194,0.1111111111111111
NFKBIZ,NKX2-4,0.1428571428571428
NFKBIZ,PKIG,0.1428571428571428
NFKBIZ,FAM209A,0.1428571428571428
NFKBIZ,THEG,0.1666666666666666
NFKBIZ,POLR2E,0.1052631578947368
NFKBIZ,MIDN,0.1333333333333333
NFKBIZ,REEP6,0.1176470588235294
NFKBIZ,GADD45B,0.1176470588235294
NFKBIZ,PRAM1,0.125
NFKBIZ,OLFM2,0.1052631578947368
NFKBIZ,ZNF763,0.1538461538461538
NFKBIZ,ZNF844,0.1538461538461538
NFKBIZ,ZNF625,0.1538461538461538
NFKBIZ,IER2,0.125
NFKBIZ,HSH2D,0.125
NFKBIZ,KIAA1683,0.2
NFKBIZ,SERTAD1,0.1428571428571428
NFKBIZ,ZNF541,0.1111111111111111
NFKBIZ,NKG7,0.15
NFKBIZ,ZNF578,0.1428571428571428
NFKBIZ,ZNF83,0.1538461538461538
NFKBIZ,IL17RA,0.1034482758620689
NFKBIZ,CCDC157,0.1111111111111111
NFKBIZ,ISX,0.1333333333333333
NFKBIZ,GRAP2,0.125
NFKBIZ,KLHDC7B,0.1111111111111111
NFKBIZ,SYCE3,0.125
NFKBIZ,MAP3K7CL,0.2
NFKBIZ,SON,0.1052631578947368
NFKBIZ,ICOSLG,0.1304347826086956
NFKBIZ,PCBP3,0.1176470588235294
ALCAM,TNFRSF18,0.1724137931034483
ALCAM,TNFRSF4,0.1212121212121212
ALCAM,TNFRSF14,0.1025641025641025
ALCAM,TNFRSF9,0.1538461538461538
ALCAM,IL22RA1,0.1153846153846153
ALCAM,SYTL1,0.1034482758620689
ALCAM,MARCKSL1,0.1071428571428571
ALCAM,CSF3R,0.1818181818181818
ALCAM,BSND,0.1111111111111111
ALCAM,GIPC2,0.1363636363636363
ALCAM,CD53,0.2692307692307692
ALCAM,CD2,0.1304347826086956
ALCAM,FCGR1A,0.1176470588235294
ALCAM,SLAMF6,0.1428571428571428
ALCAM,CD84,0.1666666666666666
ALCAM,SLAMF1,0.1176470588235294
ALCAM,CD48,0.1724137931034483
ALCAM,LY9,0.1153846153846153
ALCAM,CD244,0.1666666666666666
ALCAM,PVRL4,0.1923076923076923
ALCAM,FCER1G,0.1063829787234042
ALCAM,FCGR2A,0.1071428571428571
ALCAM,MPZL1,0.16
ALCAM,FAM129A,0.1071428571428571
ALCAM,NFASC,0.1666666666666666
ALCAM,CNTN2,0.1111111111111111
ALCAM,CD46,0.1463414634146341
ALCAM,PLXNA2,0.1111111111111111
ALCAM,KCNH1,0.125
ALCAM,SLC3A1,0.1025641025641025
ALCAM,VAMP5,0.125
ALCAM,IL1RN,0.1081081081081081
ALCAM,GYPC,0.1304347826086956
ALCAM,GPR39,0.125
ALCAM,GCA,0.1034482758620689
ALCAM,CYBRD1,0.1111111111111111
ALCAM,ITGA4,0.1166666666666666
ALCAM,CD28,0.1132075471698113
ALCAM,PTH2R,0.1071428571428571
ALCAM,SLC4A3,0.1142857142857142
ALCAM,CHRNG,0.1142857142857142
ALCAM,IL5RA,0.125
ALCAM,CCR9,0.1052631578947368
ALCAM,ROBO1,0.12
ALCAM,CADM2,0.1304347826086956
ALCAM,BTLA,0.1739130434782608
ALCAM,LSAMP,0.12
ALCAM,SLC15A2,0.1052631578947368
ALCAM,CD86,0.108695652173913
ALCAM,EPHB1,0.1076923076923077
ALCAM,CLDN18,0.125
ALCAM,TNFSF10,0.1764705882352941
ALCAM,KCNIP4,0.125
ALCAM,TLR1,0.1041666666666666
ALCAM,GABRA2,0.1020408163265306
ALCAM,TMPRSS11B,0.125
ALCAM,AMBN,0.1071428571428571
ALCAM,SLC4A4,0.1219512195121951
ALCAM,ANXA3,0.1219512195121951
ALCAM,DAPP1,0.1153846153846153
ALCAM,ENPEP,0.1219512195121951
ALCAM,ANXA5,0.1388888888888889
ALCAM,FAT4,0.1428571428571428
ALCAM,GYPB,0.1428571428571428
ALCAM,GYPA,0.1739130434782608
ALCAM,ADAM29,0.1111111111111111
ALCAM,SLC6A19,0.125
ALCAM,LIFR,0.1388888888888889
ALCAM,HCN1,0.15
ALCAM,PLPP1,0.125
ALCAM,IL6ST,0.1076923076923077
ALCAM,RGMB,0.1851851851851851
ALCAM,PCDHGB5,0.1304347826086956
ALCAM,PCDH12,0.1428571428571428
ALCAM,ITK,0.1025641025641025
ALCAM,GRM6,0.1052631578947368
ALCAM,BTNL8,0.2083333333333333
ALCAM,BTNL9,0.125
ALCAM,MOG,0.1481481481481481
ALCAM,HLA-C,0.131578947368421
ALCAM,HLA-B,0.1276595744680851
ALCAM,LTA,0.1025641025641025
ALCAM,HLA-DRA,0.1132075471698113
ALCAM,SCUBE3,0.1428571428571428
ALCAM,MEP1A,0.1379310344827586
ALCAM,CD164,0.1818181818181818
ALCAM,MARCKS,0.1176470588235294
ALCAM,IFNGR1,0.1142857142857142
ALCAM,AKAP12,0.108695652173913
ALCAM,SKAP2,0.1111111111111111
ALCAM,CRHR2,0.1290322580645161
ALCAM,CLDN4,0.1136363636363636
ALCAM,BRI3,0.125
ALCAM,PILRA,0.1739130434782608
ALCAM,MUC17,0.1034482758620689
ALCAM,GPR85,0.12
ALCAM,TES,0.1034482758620689
ALCAM,OPN1SW,0.1176470588235294
ALCAM,ZYX,0.1081081081081081
ALCAM,CSF2RA,0.125
ALCAM,IL3RA,0.1034482758620689
ALCAM,CD99,0.16
ALCAM,BMX,0.1351351351351351
ALCAM,SAT1,0.1147540983606557
ALCAM,IL2RG,0.125
ALCAM,GABRQ,0.1025641025641025
ALCAM,IL9R,0.1379310344827586
ALCAM,TNFRSF10D,0.1111111111111111
ALCAM,DPYSL2,0.1515151515151515
ALCAM,PNOC,0.1333333333333333
ALCAM,CHRNA6,0.1025641025641025
ALCAM,PAG1,0.1428571428571428
ALCAM,LRP12,0.1034482758620689
ALCAM,FAM83A,0.1153846153846153
ALCAM,CD72,0.217391304347826
ALCAM,GNA14,0.1333333333333333
ALCAM,SLC31A2,0.1071428571428571
ALCAM,TNFSF15,0.1724137931034483
ALCAM,STOM,0.125
ALCAM,FNBP1,0.1333333333333333
ALCAM,CDHR5,0.1212121212121212
ALCAM,LSP1,0.1111111111111111
ALCAM,TRPM5,0.1388888888888889
ALCAM,RHOG,0.1041666666666666
ALCAM,LYVE1,0.1333333333333333
ALCAM,CD59,0.1025641025641025
ALCAM,CD44,0.1071428571428571
ALCAM,CD82,0.1904761904761904
ALCAM,LPXN,0.1282051282051282
ALCAM,MS4A2,0.1481481481481481
ALCAM,SLC22A11,0.1724137931034483
ALCAM,CORO1B,0.108695652173913
ALCAM,MPZL3,0.125
ALCAM,CD3D,0.1612903225806451
ALCAM,CD3G,0.1578947368421052
ALCAM,UPK2,0.1304347826086956
ALCAM,THY1,0.1166666666666666
ALCAM,PVRL1,0.1176470588235294
ALCAM,KIRREL3,0.1351351351351351
ALCAM,APLP2,0.1176470588235294
ALCAM,NTM,0.125
ALCAM,VIM,0.1176470588235294
ALCAM,APBB1IP,0.1481481481481481
ALCAM,NPFFR1,0.1111111111111111
ALCAM,HTR7,0.125
ALCAM,ENTPD1,0.1428571428571428
ALCAM,PLPP4,0.1034482758620689
ALCAM,TSPAN9,0.1363636363636363
ALCAM,CD9,0.1707317073170731
ALCAM,CD4,0.1142857142857142
ALCAM,CLEC4A,0.1470588235294117
ALCAM,CLEC4D,0.1052631578947368
ALCAM,CD69,0.16
ALCAM,CLEC2B,0.1923076923076923
ALCAM,OLR1,0.1025641025641025
ALCAM,KLRC1,0.1515151515151515
ALCAM,SLC38A2,0.1304347826086956
ALCAM,AMIGO2,0.1071428571428571
ALCAM,KCNH3,0.1111111111111111
ALCAM,IGFBP6,0.1176470588235294
ALCAM,ITGB7,0.119047619047619
ALCAM,CD63,0.1136363636363636
ALCAM,SELPLG,0.15625
ALCAM,P2RX4,0.1126760563380281
ALCAM,ADGRD1,0.1111111111111111
ALCAM,LPAR6,0.1153846153846153
ALCAM,PCDH8,0.1290322580645161
ALCAM,SLC39A2,0.1111111111111111
ALCAM,ADCY4,0.1290322580645161
ALCAM,GNG2,0.1034482758620689
ALCAM,MPP5,0.1041666666666666
ALCAM,FLRT2,0.1052631578947368
ALCAM,CHRM5,0.1111111111111111
ALCAM,RASL12,0.12
ALCAM,NRG4,0.1153846153846153
ALCAM,TMEM266,0.1666666666666666
ALCAM,CHRNA3,0.1176470588235294
ALCAM,CHD2,0.125
ALCAM,CLDN9,0.1333333333333333
ALCAM,CLDN6,0.1379310344827586
ALCAM,TNFRSF12A,0.1071428571428571
ALCAM,IL32,0.1111111111111111
ALCAM,AQP8,0.1111111111111111
ALCAM,IL21R,0.1034482758620689
ALCAM,QPRT,0.1071428571428571
ALCAM,ITGAL,0.175
ALCAM,PRSS8,0.1034482758620689
ALCAM,CDH15,0.1333333333333333
ALCAM,TUBB3,0.1025641025641025
ALCAM,P2RX1,0.1111111111111111
ALCAM,TM4SF5,0.1153846153846153
ALCAM,SLC52A1,0.1153846153846153
ALCAM,CLEC10A,0.1538461538461538
ALCAM,ASGR2,0.1034482758620689
ALCAM,CLDN7,0.1481481481481481
ALCAM,RASD1,0.1034482758620689
ALCAM,SRCIN1,0.1081081081081081
ALCAM,CCR10,0.1052631578947368
ALCAM,PECAM1,0.1063829787234042
ALCAM,LGALS3BP,0.1333333333333333
ALCAM,CD7,0.1111111111111111
ALCAM,UTS2R,0.1034482758620689
ALCAM,APCDD1,0.1481481481481481
ALCAM,SLC52A3,0.1034482758620689
ALCAM,SIRPB2,0.1034482758620689
ALCAM,SIRPB1,0.1538461538461538
ALCAM,PROCR,0.1724137931034483
ALCAM,VSTM2L,0.1071428571428571
ALCAM,SDC4,0.1463414634146341
ALCAM,BSG,0.1153846153846153
ALCAM,PTPRS,0.119047619047619
ALCAM,CD70,0.1935483870967742
ALCAM,TNFSF14,0.1025641025641025
ALCAM,ADGRE1,0.1538461538461538
ALCAM,MCEMP1,0.125
ALCAM,FCER2,0.1666666666666666
ALCAM,CLEC4G,0.1176470588235294
ALCAM,CD209,0.1020408163265306
ALCAM,MUC16,0.16
ALCAM,ICAM1,0.18
ALCAM,ICAM4,0.12
ALCAM,ADGRE5,0.1875
ALCAM,ADGRE2,0.1176470588235294
ALCAM,TPM4,0.1081081081081081
ALCAM,HPN,0.1041666666666666
ALCAM,HCST,0.1111111111111111
ALCAM,TYROBP,0.1052631578947368
ALCAM,BLVRB,0.1034482758620689
ALCAM,RABAC1,0.1111111111111111
ALCAM,PSG1,0.1481481481481481
ALCAM,PLAUR,0.1176470588235294
ALCAM,CD37,0.1818181818181818
ALCAM,FLT3LG,0.1290322580645161
ALCAM,SIGLEC7,0.1666666666666666
ALCAM,SIGLEC10,0.1379310344827586
ALCAM,SIGLEC6,0.1481481481481481
ALCAM,SIGLEC5,0.1111111111111111
ALCAM,HAS1,0.1724137931034483
ALCAM,GP6,0.125
ALCAM,COMT,0.1282051282051282
ALCAM,IL10RB,0.1176470588235294
ALCAM,CLDN14,0.1428571428571428
ALCAM,KCNJ15,0.12
ALCAM,DSCAM,0.1666666666666666
ALCAM,TMPRSS2,0.1333333333333333
ALCAM,ICOSLG,0.2666666666666666
CBLB,TRIM63,0.125
CBLB,CD2,0.1132075471698113
CBLB,S100A6,0.1333333333333333
CBLB,S100A3,0.1666666666666666
CBLB,S100A13,0.1304347826086956
CBLB,S100A1,0.1136363636363636
CBLB,DCST1,0.1212121212121212
CBLB,SH2D2A,0.125
CBLB,CD48,0.1081081081081081
CBLB,RGL1,0.1052631578947368
CBLB,LAX1,0.1282051282051282
CBLB,CDC42EP3,0.1081081081081081
CBLB,PLEKHH2,0.1176470588235294
CBLB,GCA,0.1142857142857142
CBLB,HECW2,0.1142857142857142
CBLB,ANKRD28,0.1071428571428571
CBLB,UBA7,0.1052631578947368
CBLB,CISH,0.1428571428571428
CBLB,ZMAT3,0.1176470588235294
CBLB,MASP1,0.1111111111111111
CBLB,KCNIP4,0.1025641025641025
CBLB,HERC6,0.1290322580645161
CBLB,HPGDS,0.1282051282051282
CBLB,ADH1B,0.1176470588235294
CBLB,DAPP1,0.125
CBLB,TRIML2,0.15
CBLB,FYB,0.1351351351351351
CBLB,RGMB,0.1142857142857142
CBLB,MCC,0.131578947368421
CBLB,TRIM36,0.1052631578947368
CBLB,ITK,0.1627906976744186
CBLB,LCP2,0.1470588235294117
CBLB,NEURL1B,0.1212121212121212
CBLB,MYLIP,0.1538461538461538
CBLB,TRIM38,0.1224489795918367
CBLB,TRIM31,0.131578947368421
CBLB,SCUBE3,0.1142857142857142
CBLB,MICAL1,0.1020408163265306
CBLB,ADAP1,0.1081081081081081
CBLB,SKAP2,0.15625
CBLB,HECW1,0.1470588235294117
CBLB,TRIM74,0.1379310344827586
CBLB,TRIM56,0.1219512195121951
CBLB,TES,0.1142857142857142
CBLB,FAM131B,0.1071428571428571
CBLB,ASB9,0.1724137931034483
CBLB,BMX,0.1395348837209302
CBLB,IL2RG,0.1063829787234042
CBLB,CLIC2,0.1162790697674418
CBLB,PAG1,0.1470588235294117
CBLB,NECAB1,0.125
CBLB,DCAF13,0.1111111111111111
CBLB,FBXO32,0.1176470588235294
CBLB,TNFSF15,0.1081081081081081
CBLB,FNBP1,0.1081081081081081
CBLB,TRIM6,0.1052631578947368
CBLB,TRIM5,0.1071428571428571
CBLB,TRIM22,0.1296296296296296
CBLB,BIRC3,0.1272727272727272
CBLB,CD3G,0.108695652173913
CBLB,CBL,0.1969696969696969
CBLB,APBB1IP,0.1176470588235294
CBLB,SHOC2,0.1052631578947368
CBLB,C10orf90,0.1388888888888889
CBLB,PRICKLE1,0.1025641025641025
CBLB,ARHGAP9,0.1176470588235294
CBLB,DTX3,0.1290322580645161
CBLB,RASAL1,0.1428571428571428
CBLB,UBC,0.1063829787234042
CBLB,RGS6,0.1111111111111111
CBLB,SHC4,0.1111111111111111
CBLB,IL32,0.1212121212121212
CBLB,PHLPP2,0.1025641025641025
CBLB,UBB,0.1034482758620689
CBLB,WSB1,0.1333333333333333
CBLB,PTRF,0.1162790697674418
CBLB,SKAP1,0.1304347826086956
CBLB,RNF43,0.1025641025641025
CBLB,LIMD2,0.1034482758620689
CBLB,SOCS3,0.108695652173913
CBLB,CD7,0.1212121212121212
CBLB,SLA2,0.1363636363636363
CBLB,BIRC7,0.1276595744680851
CBLB,SHC2,0.1612903225806451
CBLB,TNFSF14,0.1111111111111111
CBLB,MARCH2,0.1428571428571428
CBLB,HSH2D,0.1212121212121212
CBLB,GMIP,0.1515151515151515
CBLB,C19orf33,0.1034482758620689
CBLB,BLVRB,0.1142857142857142
CBLB,FLT3LG,0.1351351351351351
CBLB,GRAP2,0.1212121212121212
CBLB,NFAM1,0.131578947368421
CBLB,UBASH3A,0.125
CBLB,ICOSLG,0.125
CBLB,S100B,0.1020408163265306
CD47,MARCKSL1,0.1081081081081081
CD47,CD53,0.1944444444444444
CD47,FCER1G,0.1071428571428571
CD47,MPZL1,0.1142857142857142
CD47,CR1,0.1147540983606557
CD47,VAMP5,0.1219512195121951
CD47,LIFR,0.108695652173913
CD47,HLA-C,0.1041666666666666
CD47,HLA-B,0.125
CD47,MEP1A,0.1025641025641025
CD47,ADGRG2,0.1025641025641025
CD47,STOM,0.1224489795918367
CD47,CD59,0.1276595744680851
CD47,CD82,0.1290322580645161
CD47,PLAU,0.1016949152542373
CD47,SLC2A3,0.12
CD47,OLR1,0.1041666666666666
CD47,ITGB7,0.14
CD47,GPR84,0.1142857142857142
CD47,CD63,0.1132075471698113
CD47,ITGAL,0.1176470588235294
CD47,ITGAM,0.106060606060606
CD47,ITGAX,0.1346153846153846
CD47,SIRPB2,0.1666666666666666
CD47,SIRPB1,0.1764705882352941
CD47,CD93,0.1219512195121951
CD47,PROCR,0.1282051282051282
CD47,SDC4,0.1632653061224489
CD47,MCEMP1,0.1212121212121212
CD47,CEACAM1,0.1022727272727272
CD47,PSG1,0.1081081081081081
CD47,CTB-61M7.2,0.1142857142857142
CD47,GP6,0.1219512195121951
CD47,ITGB2,0.1139240506329113
MYH15,MARCKSL1,0.1176470588235294
MYH15,SLFNL1,0.1111111111111111
MYH15,PPCS,0.1176470588235294
MYH15,IQGAP3,0.1071428571428571
MYH15,ARHGAP30,0.1333333333333333
MYH15,NAGK,0.125
MYH15,NEB,0.1111111111111111
MYH15,MYO1B,0.1176470588235294
MYH15,MYLK,0.1034482758620689
MYH15,CMYA5,0.1333333333333333
MYH15,MYO1G,0.1176470588235294
MYH15,PHKG1,0.1666666666666666
MYH15,UBE2H,0.1111111111111111
MYH15,MYOM2,0.125
MYH15,RAB11FIP1,0.1333333333333333
MYH15,PIP5KL1,0.1111111111111111
MYH15,SPTAN1,0.1428571428571428
MYH15,ADD3,0.15
MYH15,MYL6,0.1363636363636363
MYH15,MYO16,0.2
MYH15,MYH6,0.1891891891891892
MYH15,BMF,0.1052631578947368
MYH15,MYH11,0.3333333333333333
MYH15,RRAD,0.125
MYH15,MYO15A,0.1818181818181818
MYH15,FBXW10,0.1111111111111111
MYH15,MYL4,0.1176470588235294
MYH15,ABCA9,0.1333333333333333
MYH15,ABCA6,0.1111111111111111
MYH15,FHOD3,0.125
MYH15,MYH7B,0.4545454545454545
MYH15,DENND1C,0.1111111111111111
MYH15,MYO1F,0.2
MYH15,NWD1,0.1666666666666666
MYH15,BLVRB,0.1111111111111111
MYH15,CKM,0.1333333333333333
MYH15,MYH14,0.1785714285714285
MYH15,MYBPC2,0.1428571428571428
BTLA,TNFRSF18,0.1875
BTLA,TNFRSF4,0.1578947368421052
BTLA,TAS1R3,0.1333333333333333
BTLA,TNFRSF14,0.12
BTLA,SMIM1,0.2222222222222222
BTLA,GPR153,0.1111111111111111
BTLA,TAS1R1,0.1666666666666666
BTLA,TNFRSF9,0.3636363636363636
BTLA,CELA3A,0.1111111111111111
BTLA,IL22RA1,0.2727272727272727
BTLA,RSRP1,0.1666666666666666
BTLA,PAQR7,0.25
BTLA,SH3BGRL3,0.1111111111111111
BTLA,ZNF683,0.1111111111111111
BTLA,SYTL1,0.1333333333333333
BTLA,DCDC2B,0.1111111111111111
BTLA,MARCKSL1,0.1428571428571428
BTLA,BSDC1,0.1428571428571428
BTLA,TMEM54,0.1428571428571428
BTLA,SH3D21,0.1111111111111111
BTLA,CSF3R,0.2
BTLA,RHBDL2,0.1111111111111111
BTLA,ZMYND12,0.1428571428571428
BTLA,C1orf210,0.1111111111111111
BTLA,PDZK1IP1,0.125
BTLA,FAM159A,0.1428571428571428
BTLA,TMEM61,0.1428571428571428
BTLA,BSND,0.25
BTLA,SLC44A5,0.1538461538461538
BTLA,GIPC2,0.1111111111111111
BTLA,CLCA1,0.1111111111111111
BTLA,GPR88,0.1052631578947368
BTLA,MYBPHL,0.1111111111111111
BTLA,GPR61,0.1428571428571428
BTLA,EPS8L3,0.1538461538461538
BTLA,CD53,0.2
BTLA,TMIGD3,0.125
BTLA,CD2,0.1212121212121212
BTLA,CD160,0.1034482758620689
BTLA,FCGR1A,0.15
BTLA,C1orf56,0.125
BTLA,LYSMD1,0.1428571428571428
BTLA,S100A3,0.1818181818181818
BTLA,SHE,0.1428571428571428
BTLA,DCST1,0.1538461538461538
BTLA,FCRL2,0.1428571428571428
BTLA,ACKR1,0.1176470588235294
BTLA,SLAMF6,0.1333333333333333
BTLA,CD84,0.1739130434782608
BTLA,CD48,0.1875
BTLA,CD244,0.25
BTLA,PVRL4,0.1428571428571428
BTLA,KLHDC9,0.1428571428571428
BTLA,FCGR2A,0.2307692307692307
BTLA,FCGR3A,0.1071428571428571
BTLA,MPZL1,0.2727272727272727
BTLA,GPR52,0.1428571428571428
BTLA,RGS16,0.125
BTLA,RGS8,0.1052631578947368
BTLA,COLGALT2,0.1111111111111111
BTLA,FAM129A,0.1428571428571428
BTLA,RGS18,0.1538461538461538
BTLA,CFHR3,0.1111111111111111
BTLA,LAX1,0.1578947368421052
BTLA,NFASC,0.125
BTLA,LEMD1,0.1428571428571428
BTLA,C1orf186,0.1666666666666666
BTLA,CD46,0.1851851851851851
BTLA,PLXNA2,0.1363636363636363
BTLA,TRAF3IP3,0.2
BTLA,KCNH1,0.1111111111111111
BTLA,OR2L13,0.1818181818181818
BTLA,ASAP2,0.2
BTLA,KRTCAP3,0.1428571428571428
BTLA,RASGRP3,0.1666666666666666
BTLA,CDC42EP3,0.1176470588235294
BTLA,OXER1,0.1666666666666666
BTLA,PLEKHH2,0.1428571428571428
BTLA,SLC3A1,0.12
BTLA,LGALSL,0.1428571428571428
BTLA,EVA1A,0.1538461538461538
BTLA,VAMP5,0.1666666666666666
BTLA,KRCC1,0.1666666666666666
BTLA,ADRA2B,0.1111111111111111
BTLA,IL1R2,0.1111111111111111
BTLA,SLC20A1,0.1875
BTLA,GYPC,0.375
BTLA,AMER3,0.2
BTLA,GPR39,0.3333333333333333
BTLA,THSD7B,0.125
BTLA,CCDC148,0.1666666666666666
