label,accuracy,f1,pred 0,prob 0,test 0,pred 1,prob 1,test 1,pred 2,prob 2,test 2,pred 3,prob 3,test 3,pred 4,prob 4,test 4,pred 5,prob 5,test 5,pred 6,prob 6,test 6,pred 7,prob 7,test 7,pred 8,prob 8,test 8,pred 9,prob 9,test 9,pred10,prob10,test10,pred11,prob11,test11,pred12,prob12,test12,pred13,prob13,test13,pred14,prob14,test14,pred15,prob15,test15,pred16,prob16,test16,pred17,prob17,test17,pred18,prob18,test18,pred19,prob19,test19,pred20,prob20,test20,pred21,prob21,test21,pred22,prob22,test22,pred23,prob23,test23,pred24,prob24,test24,pred25,prob25,test25,pred26,prob26,test26,pred27,prob27,test27,pred28,prob28,test28,pred29,prob29,test29,pred30,prob30,test30,pred31,prob31,test31,pred32,prob32,test32,pred33,prob33,test33,pred34,prob34,test34,pred35,prob35,test35,pred36,prob36,test36,pred37,prob37,test37,pred38,prob38,test38,pred39,prob39,test39,pred40,prob40,test40,pred41,prob41,test41,pred42,prob42,test42,pred43,prob43,test43,pred44,prob44,test44,pred45,prob45,test45,pred46,prob46,test46,pred47,prob47,test47,pred48,prob48,test48,pred49,prob49,test49,pred50,prob50,test50,pred51,prob51,test51,pred52,prob52,test52,pred53,prob53,test53,pred54,prob54,test54,pred55,prob55,test55,pred56,prob56,test56,pred57,prob57,test57,pred58,prob58,test58,pred59,prob59,test59,pred60,prob60,test60,pred61,prob61,test61,pred62,prob62,test62,pred63,prob63,test63,pred64,prob64,test64,pred65,prob65,test65,pred66,prob66,test66,pred67,prob67,test67,pred68,prob68,test68,pred69,prob69,test69,pred70,prob70,test70,pred71,prob71,test71,pred72,prob72,test72
     326,   0.00%,0.0,-1,0.47304803,0,-1,0.47304803,0,-1,0.47304803,0,-1,0.47097406,0,-1,0.47304803,0,-1,0.47304803,1,1,0.41293636,0,1,0.41293636,0,1,0.41293636,0,1,0.41293636,0,1,0.41293636,0,-1,0.47304803,0,-1,0.47304803,0,1,0.41293636,0,-1,0.47097406,0,1,0.41293636,0,-1,0.46936736,0,-1,0.46936736,0,-1,0.4715229,0,-1,0.4715229,0,1,0.3702338,0,1,0.3702338,0,-1,0.47290203,0,-1,0.47290203,0,-1,0.47169822,0,-1,0.47169822,0,-1,0.4719644,0,-1,0.4719644,0,-1,0.47097406,0,-1,0.46733174,0,-1,0.46733174,0,-1,0.47097406,0,1,0.36531585,0,1,0.36531585,0,1,0.36531585,0,-1,0.47097406,0,1,0.4261432,0,1,0.4261432,0,1,0.4261432,0,1,0.4261432,0,1,0.4261432,0,1,0.4261432,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,-1,0.46680912,0,1,0.40225753,0,1,0.40225753,0,1,0.40225753,0,1,0.40225753,0,1,0.40225753,0,1,0.40225753,0,-1,0.47243598,0,-1,0.47243598,0,-1,0.47243604,0,1,0.36531585,0,1,0.36531585,0,1,0.36531585,0,1,0.36531585,0,-1,0.47287816,0,-1,0.47287816,0,-1,0.47287816,0,-1,0.47288573,0,-1,0.47288573,0,-1,0.47288573,0
     327,   1.37%,0.009009009009009009,1,0.41913304,0,1,0.41913304,0,1,0.41913304,0,1,0.42258346,0,1,0.41913304,0,1,0.41913304,1,1,0.5875192,0,1,0.5875192,0,1,0.5875192,0,1,0.5875192,0,1,0.5875192,0,1,0.41913304,0,1,0.41913304,0,1,0.5875192,0,1,0.42258346,0,1,0.5875192,0,1,0.42264158,0,1,0.42264158,-1,1,0.42235377,-1,1,0.42235377,-1,1,0.5961488,-1,1,0.5961488,-1,1,0.42186603,-1,1,0.42186603,-1,1,0.42295483,-1,1,0.42295483,-1,1,0.41954786,-1,1,0.41954786,-1,1,0.42258346,0,1,0.42756623,-1,1,0.4275662,-1,1,0.4225835,0,1,0.5864804,0,1,0.5864804,0,1,0.5864804,0,1,0.42258346,0,1,0.5920936,0,1,0.5920936,0,1,0.5920936,0,1,0.5920936,0,1,0.5920936,0,1,0.5920936,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.4253929,0,1,0.59217477,0,1,0.59217477,0,1,0.59217477,0,1,0.59217477,0,1,0.59217477,0,1,0.59217477,0,1,0.42312428,0,1,0.42312428,0,1,0.42312434,0,1,0.5864804,0,1,0.5864804,0,1,0.5864804,0,1,0.5864804,0,1,0.41930822,0,1,0.41930822,0,1,0.41930822,0,1,0.42144462,0,1,0.42144462,0,1,0.42144462,0
     328,  94.52%,0.4859154929577465,0,0.97137904,0,0,0.97137904,0,0,0.97137904,0,0,0.9718428,0,0,0.97137904,0,0,0.97137904,0,0,0.9752996,0,0,0.9752996,0,0,0.9752996,0,0,0.9752996,0,0,0.9752996,0,0,0.97137904,0,0,0.97137904,0,0,0.9752996,0,0,0.9718428,0,0,0.9752996,0,0,0.9728007,0,0,0.9728007,0,0,0.9678175,0,0,0.9678175,-1,0,0.97524387,-1,0,0.97524387,-1,0,0.9722319,0,0,0.9722319,0,0,0.9733375,0,0,0.9733375,0,0,0.970582,0,0,0.970582,-1,0,0.9718428,0,0,0.97261816,0,0,0.97261816,0,0,0.9718428,0,0,0.9783922,0,0,0.9783922,0,0,0.9783922,0,0,0.9718428,0,0,0.9760846,0,0,0.9760846,0,0,0.9760846,0,0,0.9760846,0,0,0.9760846,0,0,0.9760846,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.97018594,0,0,0.9780257,0,0,0.9780257,0,0,0.9780257,0,0,0.9780257,0,0,0.9780257,0,0,0.9780257,0,0,0.9720117,0,0,0.9720117,0,0,0.9720117,0,0,0.9783922,0,0,0.9783922,0,0,0.9783922,0,0,0.9783922,0,0,0.9726738,0,0,0.9726738,0,0,0.9726738,0,0,0.97280663,0,0,0.97280663,0,0,0.97280663,0
     329,  90.41%,0.4748201438848921,0,0.9941018,0,0,0.9941018,0,0,0.9941018,1,0,0.9940249,0,0,0.9941018,1,0,0.9941018,1,0,0.99179286,1,0,0.99179286,0,0,0.99179286,1,0,0.99179286,1,0,0.99179286,1,0,0.9941018,0,0,0.9941018,0,0,0.99179286,0,0,0.9940249,0,0,0.99179286,0,0,0.99421155,0,0,0.99421155,0,0,0.9931298,0,0,0.9931298,0,0,0.99304146,0,0,0.99304146,0,0,0.9944121,0,0,0.9944121,0,0,0.9947847,0,0,0.9947847,0,0,0.9935007,0,0,0.9935007,0,0,0.9940249,0,0,0.9942903,0,0,0.9942903,0,0,0.9940249,0,0,0.9934735,0,0,0.9934735,0,0,0.9934735,0,0,0.9940249,0,0,0.9911267,0,0,0.9911267,0,0,0.9911267,0,0,0.9911267,0,0,0.9911267,0,0,0.9911267,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.9935815,0,0,0.99247843,0,0,0.99247843,0,0,0.99247843,0,0,0.99247843,0,0,0.99247843,0,0,0.99247843,0,0,0.99411166,0,0,0.99411166,0,0,0.99411166,0,0,0.9934735,0,0,0.9934735,0,0,0.9934735,0,0,0.9934735,0,0,0.9941365,0,0,0.9941365,0,0,0.9941365,0,0,0.99459195,0,0,0.99459195,0,0,0.99459195,0
     330,   2.74%,0.027210884353741496,-1,0.4878286,0,-1,0.4878286,0,-1,0.4878286,0,-1,0.47868836,0,-1,0.4878286,-1,-1,0.4878286,0,1,0.39464495,0,1,0.39464495,0,1,0.39464495,-1,1,0.39464495,-1,1,0.39464495,0,-1,0.4878286,0,-1,0.4878286,0,1,0.39464495,0,-1,0.47868836,0,1,0.39464495,0,-1,0.47705096,0,-1,0.47705096,0,-1,0.47716275,0,-1,0.47716275,0,1,0.37973005,0,1,0.37973005,0,-1,0.48171452,0,-1,0.48171452,0,-1,0.4780269,0,-1,0.4780269,0,-1,0.47750852,0,-1,0.47750852,0,-1,0.47868836,0,-1,0.47180954,0,-1,0.47180954,0,-1,0.4786883,0,1,0.3816516,0,1,0.3816516,0,1,0.3816516,0,-1,0.47868836,0,1,0.40925685,0,1,0.40925685,0,1,0.40925685,0,1,0.40925685,0,1,0.40925685,0,1,0.40925685,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,-1,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,-1,0.47324023,0,1,0.39414203,0,1,0.39414203,0,1,0.39414203,0,1,0.39414203,0,1,0.39414203,0,1,0.39414203,0,-1,0.4786896,0,-1,0.4786896,0,-1,0.4786896,0,1,0.3816516,0,1,0.3816516,0,1,0.3816516,0,1,0.3816516,0,-1,0.48334843,0,-1,0.48334843,0,-1,0.48334843,0,-1,0.48051998,0,-1,0.48051998,0,-1,0.48051998,0
     331,  17.81%,0.15854700854700857,-1,0.4474552,0,-1,0.4474552,0,-1,0.4474552,1,-1,0.4365571,0,-1,0.4474552,1,-1,0.4474552,1,1,0.4588214,0,1,0.4588214,0,1,0.4588214,1,1,0.4588214,0,1,0.4588214,0,-1,0.4474552,1,-1,0.4474552,0,1,0.4588214,0,-1,0.4365571,0,1,0.4588214,0,-1,0.4301223,0,-1,0.4301223,-1,-1,0.4350679,0,-1,0.4350679,0,0,0.41166905,-1,0,0.41166905,-1,-1,0.44145554,0,-1,0.44145554,-1,-1,0.44346604,0,-1,0.44346604,0,-1,0.42699164,-1,-1,0.42699164,-1,-1,0.4365571,0,-1,0.42969286,0,-1,0.42969292,-1,-1,0.43655714,0,0,0.4260709,0,0,0.4260709,0,0,0.4260709,0,-1,0.4365571,0,1,0.4694366,0,1,0.4694366,0,1,0.4694366,0,1,0.4694366,0,1,0.4694366,0,1,0.4694366,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,-1,0.42428926,0,1,0.4427153,0,1,0.4427153,0,1,0.4427153,0,1,0.4427153,0,1,0.4427153,0,1,0.4427153,0,-1,0.44067588,0,-1,0.44067588,0,-1,0.44067582,0,0,0.42607087,0,0,0.4260709,0,0,0.4260709,0,0,0.4260709,0,-1,0.44420168,0,-1,0.44420168,0,-1,0.44420168,0,-1,0.4400456,0,-1,0.4400456,0,-1,0.4400456,0
     332,   0.00%,0.0,-1,0.58956677,0,-1,0.58956677,0,-1,0.58956677,0,-1,0.5804046,0,-1,0.58956677,0,-1,0.58956677,0,1,0.39643082,0,1,0.39643082,0,1,0.39643082,0,1,0.39643082,-1,1,0.39643082,0,-1,0.58956677,0,-1,0.58956677,0,1,0.39643082,0,-1,0.5804046,0,1,0.39643082,0,-1,0.57758087,0,-1,0.57758087,0,-1,0.57800066,0,-1,0.57800066,0,1,0.37462428,0,1,0.37462428,0,-1,0.58441395,0,-1,0.58441395,0,-1,0.58288705,0,-1,0.58288705,0,-1,0.5690714,0,-1,0.5690714,0,-1,0.5804046,0,-1,0.57666343,0,-1,0.57666343,0,-1,0.5804046,0,1,0.38344654,0,1,0.38344654,0,1,0.38344654,0,-1,0.5804046,0,1,0.41425127,0,1,0.41425127,0,1,0.41425127,0,1,0.41425127,0,1,0.41425127,0,1,0.41425127,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,-1,0.5666804,0,1,0.3897328,0,1,0.3897328,0,1,0.3897328,0,1,0.3897328,0,1,0.3897328,0,1,0.3897328,0,-1,0.5828993,0,-1,0.5828993,0,-1,0.5828993,0,1,0.38344654,0,1,0.38344654,0,1,0.38344654,0,1,0.38344654,0,-1,0.5863665,0,-1,0.5863665,0,-1,0.5863665,0,-1,0.58334553,0,-1,0.58334553,0,-1,0.58334553,0
     333,  26.03%,0.2074074074074074,-1,0.45518845,-1,-1,0.45518845,-1,-1,0.45518845,0,-1,0.44849434,0,-1,0.45518845,0,-1,0.45518845,1,1,0.41957963,-1,1,0.41957963,0,1,0.41957963,0,1,0.41957963,0,1,0.41957963,0,-1,0.45518845,0,-1,0.45518845,0,1,0.41957963,0,-1,0.44849434,0,1,0.41957963,0,-1,0.45212582,0,-1,0.45212582,-1,-1,0.44563812,-1,-1,0.44563812,-1,1,0.38547072,-1,1,0.38547072,-1,-1,0.45282045,-1,-1,0.45282045,-1,-1,0.44557238,-1,-1,0.44557238,-1,-1,0.45852637,-1,-1,0.45852637,-1,-1,0.44849434,0,-1,0.4388691,0,-1,0.43886915,-1,-1,0.44849434,0,0,0.39607963,0,0,0.39607963,0,0,0.39607963,0,-1,0.44849434,0,1,0.4362469,0,1,0.4362469,0,1,0.4362469,0,1,0.4362469,0,1,0.4362469,0,1,0.4362469,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,1,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,-1,0.44441277,0,1,0.40424368,0,1,0.40424368,0,1,0.40424368,0,1,0.40424368,0,1,0.40424368,0,1,0.40424368,0,-1,0.44812,0,-1,0.44812,0,-1,0.44812,0,0,0.39607963,0,0,0.39607963,0,0,0.39607963,0,0,0.39607963,0,-1,0.45341048,0,-1,0.45341048,0,-1,0.45341048,0,-1,0.45408985,0,-1,0.45408985,0,-1,0.45408985,0
     334,  41.10%,0.25728987993138935,-1,0.49457932,0,-1,0.49457932,0,-1,0.49457932,0,-1,0.48899633,0,-1,0.49457932,-1,-1,0.49457932,0,0,0.37488663,0,0,0.37488663,0,0,0.37488663,1,0,0.37488663,0,0,0.37488663,1,-1,0.49457932,-1,-1,0.49457932,-1,0,0.37488663,0,-1,0.48899633,0,0,0.37488663,0,-1,0.48443806,0,-1,0.48443806,0,-1,0.48619324,0,-1,0.48619324,-1,0,0.3842917,-1,0,0.3842917,-1,-1,0.49108014,0,-1,0.49108014,0,-1,0.49555925,0,-1,0.49555925,0,-1,0.4728307,-1,-1,0.4728307,-1,-1,0.48899633,0,-1,0.49057874,0,-1,0.49057874,0,-1,0.48899633,0,0,0.39889225,0,0,0.39889225,0,0,0.39889225,0,-1,0.48899633,0,0,0.3810028,0,0,0.3810028,0,0,0.3810028,0,0,0.3810028,0,0,0.3810028,0,0,0.3810028,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,-1,0.476058,0,0,0.38264441,0,0,0.38264441,0,0,0.38264441,0,0,0.38264441,0,0,0.38264441,0,0,0.38264441,0,-1,0.49443623,1,-1,0.49443623,1,-1,0.49443623,1,0,0.39889225,0,0,0.39889225,0,0,0.39889225,0,0,0.39889225,0,-1,0.4934573,0,-1,0.4934573,0,-1,0.4934573,0,-1,0.49125746,0,-1,0.49125746,0,-1,0.49125746,0
     335,  10.96%,0.06584362139917695,1,0.53789574,-1,1,0.53789574,-1,1,0.53789574,-1,1,0.54085714,0,1,0.53789574,-1,1,0.53789574,0,1,0.571893,0,1,0.571893,0,1,0.571893,0,1,0.571893,-1,1,0.571893,0,1,0.53789574,0,1,0.53789574,0,1,0.571893,0,1,0.54085714,0,1,0.571893,0,1,0.5396253,0,1,0.5396253,0,1,0.54900396,0,1,0.54900396,0,1,0.5580081,0,1,0.5580081,0,1,0.5376025,0,1,0.5376025,0,1,0.53610015,0,1,0.53610015,0,1,0.54698485,0,1,0.54698485,0,1,0.54085714,0,1,0.54019475,0,1,0.54019475,0,1,0.54085714,0,1,0.5601133,1,1,0.5601133,1,1,0.5601133,1,1,0.54085714,0,1,0.5725355,0,1,0.5725355,1,1,0.5725355,1,1,0.5725355,1,1,0.5725355,1,1,0.5725355,1,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,-1,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.5474275,0,1,0.56927055,0,1,0.56927055,0,1,0.56927055,0,1,0.56927055,0,1,0.56927055,0,1,0.56927055,0,1,0.5411936,0,1,0.5411936,0,1,0.5411936,0,1,0.5601133,0,1,0.5601133,0,1,0.5601133,0,1,0.5601133,0,1,0.5387639,0,1,0.5387639,0,1,0.5387639,0,1,0.5376446,0,1,0.5376446,0,1,0.5376446,0
     336,  35.62%,0.2549019607843137,1,0.4497389,1,1,0.4497389,1,1,0.4497389,1,1,0.4583039,0,1,0.4497389,1,1,0.4497389,0,0,0.41719887,1,0,0.41719887,1,0,0.41719887,1,0,0.41719887,1,0,0.41719887,1,1,0.4497389,0,1,0.4497389,-1,0,0.41719887,1,1,0.4583039,0,0,0.41719887,0,1,0.46105015,1,1,0.46105015,1,1,0.4639931,-1,1,0.4639931,-1,0,0.42934337,-1,0,0.42934337,-1,1,0.45346454,1,1,0.45346454,1,1,0.4514681,0,1,0.4514681,0,1,0.45946676,-1,1,0.45946676,-1,1,0.4583039,0,1,0.46423256,1,1,0.46423256,1,1,0.4583039,0,0,0.43374503,0,0,0.43374503,1,0,0.43374503,0,1,0.4583039,0,0,0.4195209,0,0,0.4195209,1,0,0.4195209,1,0,0.4195209,1,0,0.4195209,0,0,0.4195209,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,1,0.4605217,0,0,0.4309272,0,0,0.4309272,0,0,0.4309272,0,0,0.4309272,0,0,0.4309272,0,0,0.4309272,0,1,0.4569558,1,1,0.4569558,1,1,0.4569558,1,0,0.43374503,-1,0,0.43374503,0,0,0.43374503,-1,0,0.43374503,-1,1,0.45209777,0,1,0.45209777,0,1,0.45209777,0,1,0.45543206,0,1,0.45543206,0,1,0.45543206,0
     337,  31.51%,0.15972222222222224,1,0.48750266,0,1,0.48750266,0,1,0.48750266,1,1,0.49152038,0,1,0.48750266,0,1,0.48750266,1,1,0.4735813,0,1,0.4735813,1,1,0.4735813,1,1,0.4735813,1,1,0.4735813,1,1,0.48750266,1,1,0.48750266,0,1,0.4735813,-1,1,0.49152038,0,1,0.4735813,-1,1,0.49332413,1,1,0.49332413,1,1,0.49587342,-1,1,0.49587342,-1,1,0.45770377,-1,1,0.45770377,-1,1,0.48820922,1,1,0.48820922,1,1,0.4863462,0,1,0.4863462,0,1,0.4915483,0,1,0.4915483,-1,1,0.49152038,0,1,0.49528894,1,1,0.49528894,1,1,0.49152038,0,1,0.4649583,0,1,0.4649583,1,1,0.4649583,0,1,0.49152038,0,1,0.47144568,1,1,0.47144568,1,1,0.47144568,1,1,0.47144568,1,1,0.47144568,1,1,0.47144568,1,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.49351546,-1,1,0.49351546,0,1,0.49351546,0,1,0.49351546,0,1,0.4577489,0,1,0.4577489,0,1,0.4577489,0,1,0.4577489,0,1,0.4577489,0,1,0.4577489,0,1,0.48871276,1,1,0.48871276,1,1,0.48871276,1,1,0.46495828,-1,1,0.4649583,0,1,0.4649583,-1,1,0.4649583,-1,1,0.4871802,0,1,0.4871802,0,1,0.4871802,-1,1,0.48834702,0,1,0.48834702,0,1,0.48834702,0
     338,  16.44%,0.14727011494252873,-1,0.40032244,0,-1,0.40032244,0,-1,0.40032244,0,-1,0.39228085,0,-1,0.40032244,0,-1,0.40032244,0,1,0.5047759,0,1,0.5047759,0,1,0.5047759,0,1,0.5047759,0,1,0.5047759,0,-1,0.40032244,0,-1,0.40032244,0,1,0.5047759,0,-1,0.39228085,0,1,0.5047759,0,-1,0.39015022,-1,-1,0.39015022,-1,-1,0.38802746,0,-1,0.38802746,0,1,0.50114733,-1,1,0.50114733,-1,-1,0.39619735,-1,-1,0.39619735,-1,-1,0.3973784,-1,-1,0.3973784,-1,-1,0.39095572,-1,-1,0.39095572,-1,-1,0.39228085,0,-1,0.3850111,-1,-1,0.3850111,-1,-1,0.39228085,0,1,0.49718145,0,1,0.49718145,1,1,0.49718145,0,-1,0.39228085,0,1,0.5137599,0,1,0.5137599,0,1,0.5137599,0,1,0.5137599,0,1,0.5137599,0,1,0.5137599,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,-1,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,-1,0.3812043,0,1,0.5036391,0,1,0.5036391,0,1,0.5036391,0,1,0.5036391,0,1,0.5036391,0,1,0.5036391,0,-1,0.3927074,1,-1,0.3927074,1,-1,0.3927074,1,1,0.49718145,0,1,0.49718145,0,1,0.49718145,0,1,0.49718145,0,-1,0.39807305,0,-1,0.39807305,0,-1,0.39807305,0,-1,0.39518026,0,-1,0.39518026,0,-1,0.39518026,0
     339,   4.11%,0.02631578947368421,1,0.4100187,0,1,0.4100187,0,1,0.4100187,0,1,0.41299382,0,1,0.4100187,0,1,0.4100187,0,1,0.5659092,0,1,0.5659092,0,1,0.5659092,0,1,0.5659092,0,1,0.5659092,0,1,0.4100187,0,1,0.4100187,0,1,0.5659092,0,1,0.41299382,0,1,0.5659092,0,1,0.41390574,0,1,0.41390574,-1,1,0.41434678,-1,1,0.41434678,-1,1,0.53946906,-1,1,0.53946906,-1,1,0.41192645,-1,1,0.41192645,-1,1,0.4117851,-1,1,0.4117851,-1,1,0.41455746,-1,1,0.41455746,-1,1,0.41299382,0,1,0.41563636,0,1,0.41563633,-1,1,0.41299382,0,1,0.5430893,0,1,0.5430893,0,1,0.5430893,0,1,0.41299382,0,1,0.5818073,0,1,0.5818073,0,1,0.5818073,0,1,0.5818073,0,1,0.5818073,0,1,0.5818073,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.41899955,0,1,0.5669813,0,1,0.5669813,0,1,0.5669813,0,1,0.5669813,0,1,0.5669813,0,1,0.5669813,0,1,0.41304117,1,1,0.41304117,1,1,0.41304117,1,1,0.5430893,0,1,0.5430893,0,1,0.5430893,0,1,0.5430893,0,1,0.4108316,0,1,0.4108316,0,1,0.4108316,0,1,0.4120676,0,1,0.4120676,0,1,0.4120676,0
     340,  38.36%,0.29004329004329005,-1,0.4080839,-1,-1,0.4080839,-1,-1,0.4080839,-1,-1,0.3899845,0,-1,0.4080839,-1,-1,0.4080839,-1,0,0.50488955,-1,0,0.50488955,-1,0,0.50488955,-1,0,0.50488955,-1,0,0.50488955,-1,-1,0.4080839,-1,-1,0.4080839,-1,0,0.50488955,0,-1,0.3899845,0,0,0.50488955,-1,-1,0.38075063,1,-1,0.38075063,1,-1,0.38306797,-1,-1,0.38306797,-1,0,0.51428634,-1,0,0.51428634,-1,-1,0.39863774,0,-1,0.39863774,0,-1,0.3991498,-1,-1,0.3991498,-1,-1,0.37930644,-1,-1,0.37930644,-1,-1,0.3899845,0,-1,0.3766336,1,-1,0.3766336,1,-1,0.38998446,0,0,0.53241825,0,0,0.53241825,1,0,0.53241825,0,-1,0.3899845,0,0,0.5208207,1,0,0.5208207,1,0,0.5208207,1,0,0.5208207,1,0,0.5208207,0,0,0.5208207,0,-1,0.37496802,0,-1,0.37496802,0,-1,0.37496802,0,-1,0.37496802,1,-1,0.37496802,0,-1,0.37496802,0,-1,0.37496802,0,-1,0.37496802,0,-1,0.37496802,1,-1,0.37496802,1,-1,0.37496802,1,-1,0.37496802,1,0,0.5143361,0,0,0.5143361,0,0,0.5143361,0,0,0.5143361,0,0,0.5143361,0,0,0.5143361,0,-1,0.3953023,1,-1,0.3953023,1,-1,0.39530227,1,0,0.5324183,0,0,0.53241825,0,0,0.53241825,0,0,0.53241825,0,-1,0.40392047,0,-1,0.40392047,0,-1,0.40392047,0,-1,0.39506027,0,-1,0.39506027,0,-1,0.39506027,0
     341,  31.51%,0.19467540102460737,1,0.40480262,-1,1,0.40480262,-1,1,0.40480262,0,1,0.41327542,0,1,0.40480262,0,1,0.40480262,1,0,0.47655448,-1,0,0.47655448,0,0,0.47655448,0,0,0.47655448,0,0,0.47655448,1,1,0.40480262,0,1,0.40480262,0,0,0.47655448,1,1,0.41327542,0,0,0.47655448,0,1,0.41622716,0,1,0.41622716,-1,1,0.41840369,-1,1,0.41840369,-1,0,0.49068648,-1,0,0.49068648,-1,1,0.4099887,-1,1,0.4099887,-1,1,0.405459,-1,1,0.405459,-1,1,0.4243698,-1,1,0.4243698,-1,1,0.41327542,0,1,0.4171545,-1,1,0.4171545,-1,1,0.41327542,0,0,0.50055236,0,0,0.50055236,1,0,0.50055236,0,1,0.41327542,0,0,0.4941882,0,0,0.4941882,0,0,0.4941882,0,0,0.4941882,0,0,0.4941882,0,0,0.4941882,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,1,0.42366567,0,0,0.48649153,0,0,0.48649153,0,0,0.48649153,0,0,0.48649153,0,0,0.48649153,0,0,0.48649153,0,1,0.41128346,0,1,0.41128346,0,1,0.41128346,0,0,0.50055236,0,0,0.50055236,0,0,0.50055236,0,0,0.50055236,0,1,0.4049823,0,1,0.4049823,0,1,0.4049823,0,1,0.41078445,0,1,0.41078445,0,1,0.41078445,0
